	z		ʑ	ɣ	ʁ	4/6	0.9568895067300002
ɬ̪	s̪	ʂ	ɕ	x	χ	6/6	1.0
1/2	2/2	1/2	2/2	2/2	2/2
0.9924450692373395	1.0	0.7373178527116044	1.0	1.0	1.0
