b	d̪	dz̺	d̠ʒ	ɡ	5/5	1.0
v		z̺			2/5	0.5594104457232627
p	t̪	ts̺	t̠ʃ	k	5/5	1.0
f		s̺	ʃ		3/5	0.7331806241737292
4/4	2/4	4/4	3/4	2/4
1.0	0.8337086869543983	1.0	0.9236936179361749	0.8231799477121992
