b	d̪	ɖ	ɟ	ɡ	5/5	1.0
p	t̪	ʈ	c	k	5/5	1.0
β	ð			ɣ	3/5	0.9153743994715073
	s	ʂ		x	3/5	0.7792887787424547
3/4	4/4	3/4	2/4	4/4
0.8518003955819015	1.0	0.9201972085277621	0.8169284772664792	1.0
