b	d̪	ɖ	ɟʝ	ɡ	5/5	1.0
	ð				1/5	0.42579426053555625
p	t̪	ʈ	cç	k	5/5	1.0
	s	ʂ	ç		3/5	0.6353180858483123
2/4	4/4	3/4	3/4	2/4
0.7765446790726911	1.0	0.9387263152290182	0.9574665357434847	0.8208175339725856
