b	d̪	d̪z̪	d̠ʒ	ɡb	ɡ	6/6	1.0
v		z̪	ʒ	-	ɣ	4/5	0.9418424368886996
	t̪	t̪s̪	t̠ʃ	kp	k	5/6	0.7945490500337028
f		s̪	ʃ	-		3/5	0.7333620897600109
3/4	2/4	4/4	4/4	2/2	3/4
0.4975949480140107	0.9338995941744446	1.0	1.0	1.0	0.8754418110200178
