b	d̪		d̠ʒ		d̪ʲ	ɡ	5/7	0.9419622725666077
v		z	ʒ	vʲ	zʲ		5/7	0.6955892417318517
p	t̪	ts	t̠ʃ	pʲ	t̪ʲ	k	7/7	1.0
f		s	ʃ	fʲ	sʲ	ɕ	6/7	0.9410784532987609
4/4	2/4	3/4	4/4	3/4	4/4	3/4
1.0	0.8337086869543983	0.9302895585623174	1.0	0.7512977456744854	1.0	0.947650407568112
