p	t	ts	t̠ʃ	tʲ	c	k	7/7	1.0
β							1/7	0.27283376159808537
		s			ç	x	3/7	0.5515886045222697
2/3	1/3	2/3	1/3	1/3	2/3	2/3
0.7367560574332369	0.8171934501200205	0.8374438217857043	0.45415573797610465	0.5375048933250638	0.9089854164045931	0.904436632197747
