GlyphID,Phoneme,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click,Count
0251+02E4+02D0,ɑˤː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,"-,+",-,+,-,-,-,0,0,-,-,0,0.09208523592085235
0254+02E4+02D0,ɔˤː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,"-,+",-,+,-,-,-,0,0,-,-,0,0.09208523592085235
025E+028F+032F,ɞʏ̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"-,+",-,-,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
028A+02E4+02D0,ʊˤː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,"-,+",-,+,-,-,-,0,0,-,-,0,0.09208523592085235
028C+02E4+02D0,ʌˤː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,-,"-,+",-,+,-,-,-,0,0,-,-,0,0.09208523592085235
02E5+02E9+02E9+02E5,˥˩˩˥,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33611111111111114
02E6+02E9+02E8,˦˩˨,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33611111111111114
028E+02D0,ʎː,consonant,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
02B0+006B+02D0,ʰkː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.8402777777777778
02B0+0070+02D0,ʰpː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.8402777777777778
02B0+0074+0073,ʰts,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,"+,-",-,-,-,-,-,-,1.3962191358024691
02B0+0074+0073+02D0,ʰtsː,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.8402777777777778
02B0+0074+02D0,ʰtː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.8402777777777778
02B0+0074+0320+0283+02D0,ʰt̠ʃː,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.8402777777777778
02C0+006D+02D0,ˀmː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,"+,-",-,-,-,-,-,0.4201388888888889
02C0+006E+02D0,ˀnː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,"+,-",-,-,-,-,-,0.4201388888888889
02C0+0272+02D0,ˀɲː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,"+,-",-,-,-,-,-,0.4201388888888889
0072+02B1,rʱ,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.13580246913580246
0074+026C+02BC+02D0,tɬʼː,consonant,0,-,-,-,"-,+",+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,"-,+",-,-,"-,+",-,-,3.102564102564103
0074+026C+02D0,tɬː,consonant,0,-,-,-,"-,+",+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,2.0683760683760686
006E+0074+0073+02B0,ntsʰ,consonant,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,-,"-,+",-,0,0,0,0,0,-,-,"+,-",-,"-,+",-,-,-,-,-,-,7.129629629629629
0272+0063+02B0,ɲcʰ,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,"+,-",-,"-,+",-,-,-,-,-,-,6.8580246913580245
006A+030A,j̊,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,1.7556654828344325
026C+02E0,ɬˠ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,"-,+",+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
027E+0325+02B2,ɾ̥ʲ,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0064+007A+02B2,dzʲ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,1.4445871385083715
0292+02B2,ʒʲ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.696394596651446
0061+0308+02D0,äː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0,35.198249061947685
026A+032F,ɪ̯,vowel,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
028A+032F,ʊ̯,vowel,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,0.1841704718417047
0064+033A+0324,d̺̤,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.09208523592085235
0074+033A+02B0,t̺ʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,5.970192795535262
0065+02D0+0069+032F,eːi̯,vowel,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,0.1841704718417047
006F+02D0+0075+032F,oːu̯,vowel,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,0,-,-,0,0.1841704718417047
00E6+0069+032F,æi̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,+,-,-,+,-,-,-,0,0,-,-,0,0.3683409436834094
0251+02D0+0069+032F,ɑːi̯,vowel,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
026B+032A,ɫ̪,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,1.3104437419505914
026F+033D,ɯ̽,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,0,-,-,0,0,-,-,+,-,-,-,0,0,-,-,0,1.9768178770747264
0070+02E4+02B0,pˤʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,"-,+",-,-,-,+,-,-,-,-,-,-,1.0341880341880343
0072+033A+0325,r̺̥,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,1.0341880341880343
0074+0073+02E4+02B0,tsˤʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,"-,+",-,-,-,+,-,-,-,-,-,-,1.0341880341880343
0074+0320+0283+02E4+02B0,t̠ʃˤʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,"-,+",-,-,-,+,-,-,-,-,-,-,1.0341880341880343
0074+0320+0283+02E4+02BC,t̠ʃˤʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,"-,+",-,-,-,-,+,-,-,+,-,-,1.0341880341880343
0074+032A+02E4+02B0,t̪ˤʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,"-,+",-,-,-,+,-,-,-,-,-,-,1.0341880341880343
0074+032A+02E4+02BC,t̪ˤʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,"-,+",-,-,-,-,+,-,-,+,-,-,1.0341880341880343
0076+02E4,vˤ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,"-,+",-,+,-,-,-,-,-,-,-,-,1.0341880341880343
0078+0320,x̠,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,-,+,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1.4543269230769231
027E+033A,ɾ̺,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,1.329634614646702
0254+0061+02D0,ɔaː,vowel,0,-,+,-,"-,+",-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",-,-,-,+,-,-,-,0,0,-,-,0,1.0341880341880343
025B+032F+00E6+02D0,ɛ̯æː,vowel,0,-,"-,+",-,"-,+",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"-,+",+,-,-,-,-,+,-,-,-,0,0,-,-,0,1.0341880341880343
0079+0153,yœ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,-,-,0,0,-,-,0,0.7322968761324926
026F+0251,ɯɑ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",-,+,+,-,-,+,-,-,-,0,0,-,-,0,1.3124338624338625
0079+0069+032F,yi̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,1.2124556062912228
0153+031C,œ̜,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,1.1203703703703705
0153+031C+02D0,œ̜ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,1.1203703703703705
0254+031C,ɔ̜,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,1.1203703703703705
0254+031C+02D0,ɔ̜ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,1.2124556062912228
025E+0065+032F,ɞe̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,"-,+",-,"-,+",-,-,+,-,-,-,0,0,-,-,0,1.1203703703703705
0289+0069+032F,ʉi̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+",-,+,-,-,+,-,-,-,0,0,-,-,0,1.1203703703703705
0064+032A+007A,d̪z,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.6402116402116402
0062+02B2+02D0,bʲː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
0062+0325+02D0,b̥ː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0064+0325+007A+0325,d̥z̥,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,1.060350529100529
0064+0325+007A+0325+02B2,d̥z̥ʲ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0064+0325+0291+0325,d̥ʑ̥,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,+,+,"-,+","-,+","-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,1.060350529100529
0064+0325+02D0,d̥ː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0066+02B2+02D0,fʲː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
006B+02B2+02D0,kʲː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+",-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
006C+02B2+02D0,lʲː,consonant,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
006C+0325+02B2,l̥ʲ,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,4.201388888888889
006C+0325+02B2+02D0,l̥ʲː,consonant,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
006D+02B2+02D0,mʲː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
006D+0325+02B2,m̥ʲ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.5559413580246914
006D+0325+02B2+02D0,m̥ʲː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
006D+0325+02D0,m̥ː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
006E+02B2+02D0,nʲː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
006E+0325+02B2,n̥ʲ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
006E+0325+02B2+02D0,n̥ʲː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
006E+0325+02D0,n̥ː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0070+02B2+02D0,pʲː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0072+02B2+02D0,rʲː,consonant,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
0072+0325+02B2,r̥ʲ,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.8402777777777778
0072+0325+02B2+02D0,r̥ʲː,consonant,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0072+0325+02D0,r̥ː,consonant,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0073+02B2+02D0,sʲː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0074+0073+02B2+02D0,tsʲː,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0074+0255+02D0,tɕː,consonant,0,-,-,-,"-,+",+,-,"-,+","-,+",-,-,-,-,-,-,0,0,+,+,"-,+","-,+","-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0078+02B2+02D0,xʲː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+",-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
007A+02B2+02D0,zʲː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
00E7+02D0,çː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,1.4543269230769231
014B+02B2+02D0,ŋʲː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,"-,+",-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
0255+02D0,ɕː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,+,+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,2.2127862941219107
0261+02B2+02D0,ɡʲː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+",-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
0261+030A+02D0,ɡ̊ː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
0282+02D0,ʂː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.4201388888888889
029D+02D0,ʝː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
02B0+006B+02B2,ʰkʲ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"0,-,+",-,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.4201388888888889
02B0+0070+02B2,ʰpʲ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,"0,-,+",+,-,+,-,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.4201388888888889
02B0+0074+0073+02B2,ʰtsʲ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,"0,-,+",+,-,+,-,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.4201388888888889
02B0+0074+0255,ʰtɕ,consonant,0,-,-,-,-,+,-,"0,-,+","0,-,+",-,-,-,-,-,-,0,0,+,+,"0,-,+","0,-,+","0,-,+",+,-,+,-,0,-,-,-,-,"+,-,-",-,-,-,-,-,-,0.4201388888888889
02B0+0074+02B2,ʰtʲ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"0,-,+",+,-,+,-,0,-,-,-,-,"+,-",-,-,-,-,-,-,0.4201388888888889
03B2+02B2+02D0,βʲː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
006F+031E+0061+0308,o̞ä,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",0,-,-,+,-,-,-,0,0,-,-,0,0.4201388888888889
0075+0061+0308,uä,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,-,-,0,0,-,-,0,0.4201388888888889
0075+0065+031E,ue̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,"-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0,0.4201388888888889
026F+031D,ɯ̝,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0,0.13580246913580246
025F+031F,ɟ̟,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.8402777777777778
0268+0339,ɨ̹,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0,0.5122241248097412
0062+0325,b̥,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,2.1968906283974774
0064+0325,d̥,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,1.3725085163441328
0076+0325,v̥,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.09208523592085235
0261+030A,ɡ̊,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,2.1968906283974774
0263+030A,ɣ̊,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0.09208523592085235
0292+030A,ʒ̊,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.7322968761324926
0069+0259+032F,iə̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,"+,-",-,"+,-",-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
006F+0075+032F,ou̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,0,-,-,0,0.5962286487400643
0075+0259+032F,uə̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,-,"+,-","+,-",-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
0079+0259+032F,yə̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,"+,-",-,"+,-",-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
00E6+0075+032F,æu̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-","+,-","-,+",+,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
006C+033A,l̺,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,65.7227897399449
0074+032A+033A,t̪̺,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,3.78125
00F0+032A+033A,ð̪̺,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.4201388888888889
0079+031E,y̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,0.4201388888888889
0061+0308+0069+032F,äi̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,0,-,-,0,0.6043093607305936
0061+0308+0075+032F,äu̯,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,0,-,-,0,0.3683409436834094
