v	z	ʓ	ʒ	ʐ	ʓʷ	ʒʷ	ʁ			ʁʷ			ʁʲ	10/14	0.9760817255525968
f	s	ʆ	ʃ	ʂ	ʆʷ	ʃʷ	χ	χˤ	ħ	χʷ	χʷˤ	ħʷ	χʲ	14/14	1.0
2/2	2/2	2/2	2/2	2/2	2/2	2/2	2/2	1/2	1/2	2/2	1/2	1/2	2/2
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6111972103835723	0.7233606974850547	1.0	0.7599999999999999	0.6814693321780033	1.0
