b	d̪	d	ɟ	ɡ	5/5	1.0
ɓ		ɗ			2/5	0.766237553116922
p	t̪	t	c	k	5/5	1.0
3/3	2/3	3/3	2/3	2/3
1.0	0.992075506060359	1.0	0.9483002079027533	0.9942958712195662
