b	d̪		d̠ʒ	ɡ		4/6	0.9244853721911004
v		z	ʒ		ʁ	4/6	0.7751437034331101
p	t̪	ts	t̠ʃ	k	q	6/6	1.0
f		s	ʃ	x		4/6	0.8737578391536511
4/4	2/4	3/4	4/4	3/4	2/4
1.0	0.8337086869543983	0.9302895585623174	1.0	0.9594177580561077	0.6672229522807662
