b		d			-	ɡ	-	3/6	0.8800117641157186
			z	ʒ			-	2/7	0.406945393668911
p		t	ts	t̠ʃ	-	k	-	5/6	0.990427945174581
f	ɬ		s	ʃ	ɬʲ	ç	x̠	7/8	0.9457642888769586
3/4	1/4	2/4	3/4	3/4	1/2	3/4	1/1
0.9245876636004398	0.5779552393045377	0.9398777586644935	0.9302895585623174	0.8437545509347497	0.8197308999487871	0.9476475893621946	1.0
