		ɖ	ɟ		2/5	0.37460046095150185
ɓ	ɗ			-	2/4	0.7759022994149245
p	t	ʈ	k	kʷ	5/5	1.0
	s				1/5	0.5921979675614456
2/4	3/4	2/4	2/4	1/3
0.5733138911257707	0.8189290580010798	0.9658339191688086	0.8566206308881568	0.6329851468258059
