b	d			ɡ		3/6	0.8675294333989128
		s	ʃ		χ	3/6	0.5821272085682672
p	t	ts	t̠ʃ	k	q	6/6	1.0
pʼ	tʼ	tsʼ	t̠ʃʼ	kʼ	qʼ	6/6	1.0
3/4	3/4	3/4	3/4	3/4	3/4
0.8406175599330876	0.9254308940822884	0.9227623721641922	0.8324463894388399	0.8972921398996644	0.91679123805487
