			zˠ	ʁ		2/6	0.22105701336550848
f	s	ʃ	sˠ	χ	ħ	6/6	1.0
1/2	1/2	1/2	2/2	2/2	1/2
0.6630955642992665	0.794102992134017	0.7792169255142991	1.0	1.0	0.7233606974850547
