b	d	ɖ	ɟʝ	ɡ	5/5	1.0
b̤	d̤	ɖ̤	ɟ̤ʝ	ɡʱ	5/5	1.0
	s			x	2/5	0.7849020014991904
p	t	ʈ	cç	k	5/5	1.0
pʰ	tʰ	ʈʰ	cçʰ	kʰ	5/5	1.0
4/5	5/5	4/5	4/5	5/5
0.8419662670981969	1.0	0.9801431128847967	0.8810308441431796	1.0
