	b	d			dʷ			bʲ	dʲ	ɡ	ɡʲ	ɡʷ	ɡᶣ	9/14	0.8830301499889878
			z	ʒ		zʷ	ʒʷ						-	4/13	0.3984074348826904
pʷ		t	ts	t̠ʃ	tʷ	tsʷ	t̠ʃʷ		tʲ	k	kʲ	kʷ	kᶣ	12/14	0.7977832965006457
	f		s	ʃ		sʷ	ʃʷ							5/14	0.6666738724550386
1/4	2/4	2/4	3/4	3/4	2/4	3/4	3/4	1/4	2/4	2/4	2/4	2/4	2/3
0.350083714635539	0.4207713090086781	0.9036894656578184	0.9302895585623174	0.8437545509347497	0.9036990010587317	0.9878283953709777	0.9559372397155068	0.24870225432551477	0.701303619796826	0.8208175339725856	0.8351318471338511	0.749269022458724	0.6206096902017292
