b	d	ɡ	3/3	1.0
pf	ts		2/3	0.9703092616071269
v	z		2/3	0.82936609860936
p	t	k	3/3	1.0
f	s		2/3	0.8727211838529629
5/5	5/5	2/5
1.0	1.0	0.8083882859352259
