pʷ	p	t	ts	t̠ʃ	tʷ	t̠ʃʷ	k	kʷ	9/9	1.0
				d̠ʒ		d̠ʒʷ	ɡ		3/9	0.3767947068104136
							ɣ		1/9	0.23750747813333956
	pʰ								1/9	0.2009672605715391
	mb	nd		n̠d̠ʒ		-	ŋɡ	ŋɡʷ	5/8	0.935771824161496
fʷ	f			ʃ		ʃʷ			4/9	0.3300309463980766
2/6	4/6	2/6	1/6	4/6	1/6	3/5	4/6	2/6
0.6108524678593727	0.6725274091356126	0.5657075881704607	0.2529648109407327	0.8435050998527686	0.5138063827098251	0.6049963395344022	0.7751739640894462	0.5334174929743278
