bʷ	b	d	-	-	ɡb	ɟ	ɡ		6/7	0.9784357142364875
pʷ	p	t	-	-	kp	c	k	kʷ	7/7	1.0
fʷ	f	s	sʷ	sᶣ	-				5/8	0.7729291843404423
3/3	3/3	3/3	1/1	1/1	2/2	2/3	2/3	1/3
1.0	1.0	1.0	1.0	1.0	1.0	0.8666613508683059	0.8671695102211161	0.6406080932373291
