p	ts	t	t̠ʃ	k	5/5	1.0
v		ð			2/5	0.3497038378795226
ʰp	ʰts	ʰt	ʰt̠ʃ	ʰk	5/5	1.0
f	s		ʃ		3/5	0.6996492607595094
4/4	3/4	3/4	3/4	2/4
1.0	0.8639306443666974	0.9144029462100881	0.9166613285457933	0.8020629700997167
