b	bʷ	d					bʲ	dʲ	ɡ	ɡʲ	ɡʷ	8/12	0.8869768687034565
			z	ʒ	ʐ			zʲ				4/12	0.3955826757096463
	pʷ	t	ts	t̠ʃ	ʈʂ		pʲ	tʲ	k	kʲ		9/12	0.7546395702387726
			s	ʃ	ʂ	sʷ		sʲ				5/12	0.5023283394226379
pʰ												1/12	0.20025767349610568
pʼ		tʼ	tsʼ	t̠ʃʼ	ʈʂʼ		-	tʲʼ	kʼ	kʲʼ		8/11	0.9319888107000514
3/6	2/6	3/6	4/6	4/6	4/6	1/6	2/5	5/6	3/6	3/6	1/6
0.40595385808331536	0.5876664579712036	0.8061233551819387	0.8845961435313984	0.765446079614925	0.7955953405791907	0.2862211137867643	0.5437332680515718	0.8889968402785591	0.7152626731549754	0.7347189370090452	0.12392954122920578
