pʼ		kʼ	2/3	0.9640007643035626
b	d̪|d	ɡ	3/3	1.0
mb	n̪d̪|nd	ŋɡ	3/3	1.0
	ɗ̪|ɗ		1/3	0.05705514225526796
3/4	3/4	3/4
0.9217208855878115	0.7747908601170774	0.9696109021453757
