b	d	dz	ɡb	ɡ	ɡv	6/6	1.0
v		z	-	ɣ		3/5	0.9336977475404878
p	t	ts	kp	k	kf	6/6	1.0
f		s	-	x	-	3/4	0.9255737229294044
4/4	2/4	4/4	2/2	4/4	2/3
1.0	0.9287885102262046	1.0	1.0	1.0	0.8000000000000004
