b	-	d̪	d	ɟ	ɡ	ɡʷ	6/6	1.0
	-		ɗ			-	1/5	0.3597215450710038
p	-	t̪	t	c	k	kʷ	6/6	1.0
β	v	ð					3/7	0.4987225374325786
3/4	1/1	3/4	3/4	2/4	2/4	2/3
0.9687466478595846	1.0	0.9934970602014438	0.9049124959187353	0.8958271624844402	0.932299197236557	0.940669772925532
