b	d̪	ɖ	ɟ	ɡ	5/5	1.0
ɓ	ɗ		ʄ	ɠ	4/5	0.972027046075207
bʱ	d̪ʱ	ɖʱ	ɟʱ	ɡʱ	5/5	1.0
p	t̪	ʈ	c	k	5/5	1.0
pʰ	t̪ʰ	ʈʰ	cʰ	kʰ	5/5	1.0
v	z			ɣ	3/5	0.8343489353966111
vʱ			-		1/4	0.5215650230511789
f	s	ʃ		x	4/5	0.9715516299075703
8/8	7/8	5/8	5/7	7/8
1.0	0.9999748367215529	0.8650083895566074	0.8156224565401331	0.9999963720440658
