v	z		ɣ	3/4	0.86438091316642
vʱ				1/4	0.5215650230511789
f	s	ʃ	x	4/4	1.0
3/3	2/3	1/3	2/3
1.0	0.9999314888982918	0.7782570980740591	0.9999830561349633
