p	t		c	k	4/5	0.9936382922845989
b	d	ɡb		ɡ	4/5	0.9234200464103879
mb	nd	ŋmɡb			3/5	0.6430899482850762
mp	nt			ŋk	3/5	0.9303568818353218
4/4	4/4	2/4	1/4	3/4
1.0	1.0	0.5306802203691577	0.5221828330735395	0.978284084938123
