		d̠ʒ			1/5	0.07420461023625172
	s	ʃ	x	χ	4/5	0.8152809797361487
p	t		k	q	4/5	0.9045064056818287
1/3	2/3	2/3	2/3	2/3
0.544891187066155	0.7923741209382917	0.4670100673830688	0.7241119269729012	0.9118169168996377
