	ɖ	ɡ	2/3	0.6930690810403726
p	t	k	3/3	1.0
	z		1/3	0.588904212717123
	s		1/3	0.7169124825035191
1/4	4/4	2/4
0.5022153943052073	1.0	0.8185257398988781
