	labial:+;coronal:-;anterior:0;distributed:0;dorsal:-;front:0	labial:-;coronal:+;anterior:+;distributed:-;dorsal:-;front:0	labial:-;coronal:+;anterior:-;distributed:+;dorsal:+;front:+	labial:-;coronal:-;anterior:0;distributed:0;dorsal:+;front:-	count	markedness_count
periodicGlottalSource:-;sonorant:-;nasal:-	p	t	c	k	4/4	1.0
periodicGlottalSource:+;sonorant:-;nasal:-	b	d	ɟ	ɡ	4/4	1.0
periodicGlottalSource:+;sonorant:+,-;nasal:+,-	mb	nd	ɲɟ	ŋɡ	4/4	1.0
	3/3	3/3	3/3	3/3
	1.0	1.0	1.0	1.0
