	ð	z	ðˤ		ʁ	ʕ	5/7	0.5926496545551799
f	θ	s	sˤ	ʃ	χ	ħ	7/7	1.0
1/2	2/2	2/2	2/2	1/2	2/2	2/2
0.6630955642992665	1.0	1.0	1.0	0.7852728912936696	1.0	1.0
