b	-	d	ɖ	ɡb		ɡ	5/6	0.9798396992857302
	-	t		kp		k	3/6	0.6538386299498649
β	v	z	ʒ	-	ʁʷ	ʁ	6/6	1.0
ɸ	f	s	ʃ	-	χʷ	χ	6/6	1.0
3/4	2/2	4/4	3/4	2/2	2/4	4/4
0.40564179607789014	1.0	1.0	0.6585195398322584	1.0	0.27025188378689674	1.0
