		kˀ	cˀ	2/4	0.47352408283867214
b	d	ɡ	ɟ	4/4	1.0
b̰	d̰		ɟ̰	3/4	0.7017744394992349
p	t	k	c	4/4	1.0
			ʃ	1/4	0.574154105588
3/5	3/5	3/5	5/5
0.7790561295451546	0.8357708941626455	0.8605601578833801	1.0
