		z̪	ʒ	ɣ	3/5	0.6978639544021653
f	ɬ̪	s̪	ʃ	x	5/5	1.0
1/2	1/2	2/2	2/2	2/2
0.6625210710769323	0.9025748456519439	1.0	1.0	1.0
