"","series_markedness_fullness"
"aari1239",2.11138047546486
"abar1238",1.46587650618762
"abau1245",2.57771506979014
"abid1235",1.37257006251242
"abkh1244",2.51510130621878
"abua1244",1.26241705149806
"abur1243",1.16734442716818
"acat1239",1.92724142738922
"acha1249",4.34751702719663
"acha1250",2.35798870751358
"ache1245",3.41634318482241
"ache1246",2.4760227494108
"achi1257",4.03669789637404
"achu1247",2.62118796813569
"achu1248",2.53369632168359
"acol1236",2.1680368872145
"adam1253",2.18579188413767
"adan1247",1.12028006449195
"adan1251",3.37767402243072
"adio1239",1.40472560416918
"adny1235",1.49673633430432
"adyg1241",1.75887462216269
"adze1240",4.35124887852228
"afad1236",3.47185545966052
"afar1241",2.59302849927954
"afit1238",1.04497945916816
"aghe1239",1.0555211619027
"agua1253",2.52388292809091
"ahan1243",1.11790957078486
"ahan1244",1.11544043861001
"aheu1239",2.98934207186803
"ahte1237",3.04059361394773
"ainu1240",4.591425619195
"ajab1235",1.11081907378948
"ajas1235",4.29221750507658
"ajyi1238",2.18622003238066
"akan1250",1.11808758532961
"akas1242",1.41493580795647
"akaw1239",2.02675861989163
"akha1245",4.05358883157377
"akla1241",4.45381703585715
"akoo1248",1.09116749462728
"akpe1248",1.44920034627815
"akun1241",1.91094213438966
"alab1237",2.54415659550906
"alab1254",2.52461411303307
"alam1246",1.92126082145401
"alaw1244",1.38360268826341
"aleu1260",3.67717890417124
"alla1248",1.4261943989661
"alut1245",4.71139575959348
"alya1239",1.87331209362006
"amah1246",2.00985520679345
"aman1265",2.5440622149781
"amar1271",2.16675915819496
"amar1274",3.84833023625123
"amas1236",1.15086930805679
"ambe1247",1.37163770847798
"ambu1247",2.85717412955035
"amdo1237",5.40238282256629
"amel1241",2.55115313898314
"amha1245",3.10486307480411
"amii1238",2.30672956778341
"amoo1242",1.86575185033325
"amun1246",1.97374304422591
"ande1247",1.75712208170393
"andi1255",5.1787591119568
"anei1239",4.16373522412607
"anfi1235",4.35067331233616
"anga1288",5.12426568362055
"anga1290",1.6341993348922
"anii1245",1.26922936196499
"anin1240",2.52297885417207
"anta1253",2.9348632535356
"anua1242",2.01289628072541
"anuf1239",1.03678509844847
"anyi1244",1.17033581966178
"anyi1245",1.11070310376926
"aona1235",4.96059125359427
"apal1257",1.79354551951501
"apat1240",4.82606467469995
"apin1244",2.77987011007011
"apro1235",1.0118684306214
"apur1254",2.66140963482495
"arab1268",3.35534806459082
"arag1245",2.89778821407246
"aran1237",2.94452701177945
"arao1248",1.9758997689204
"araw1273",2.36179541898035
"araw1276",2.35213214518931
"arbe1236",2.78437351473707
"arbo1245",2.51627650753246
"arch1244",4.17563830837222
"argo1244",2.74948252024474
"arhu1242",2.37684305531276
"arik1265",3.47907851999464
"arin1244",8.7951858080673
"asha1243",2.1437103780792
"ashe1272",2.11499661104452
"assa1263",3.28834994868243
"astu1245",3.25657406981901
"atay1247",4.16077685104904
"atti1239",1.08374483619216
"auuu1241",1.48274846097806
"avac1239",1.71741892773453
"avar1256",4.78788946305109
"avat1244",1.53167313376948
"avik1243",1.18925260751071
"avok1242",8.66455737040722
"awac1239",2.5069636641845
"awad1243",2.98446494312223
"awar1248",2.87302173026612
"awet1244",2.05342198621884
"awin1248",1.32473985771378
"awiy1238",2.94022767867556
"awng1244",2.14226176979819
"awtu1239",1.3379896787497
"axiy1235",3.93887882060535
"ayac1239",1.73546309764192
"ayer1245",1.17589143356193
"ayor1240",2.84829199149051
"baan1242",2.39544012273924
"baat1238",2.19011818130048
"baba1264",1.04654212591017
"baba1266",1.31697001561616
"bada1257",5.90182934175911
"bade1248",3.30274773208567
"bady1239",2.40062322295
"bafa1247",1.11807816335338
"bafa1249",1.26968094607978
"bafi1243",1.39230788581455
"bafu1246",1.13791167501325
"baga1272",2.43696671668815
"baga1273",2.50072539969848
"bagi1246",8.42638352702496
"baim1244",5.32882597325148
"baka1272",1.67107316601624
"baka1273",1.03966034641388
"baka1274",8.25220989315795
"baka1277",1.84547679605195
"bakh1245",3.27919435258509
"bako1249",1.54430454165451
"bako1250",1.36268305770249
"bala1302",2.06712549941398
"bali1278",4.31407086671812
"balt1258",5.07329453624318
"bamb1262",2.65646418255001
"bamb1265",1.1580873806051
"bamb1269",3.49953764749182
"bame1260",1.06666488734887
"bamu1253",1.1492069833557
"bamu1256",1.21473389230515
"bana1305",3.5277171182177
"band1345",1.94595943698915
"band1352",3.2681722684306
"bang1356",1.11002607346788
"bani1255",2.15268255992384
"bank1256",1.75463647240403
"baou1238",1.0476210624113
"bara1380",1.91062113925066
"bard1255",3.13998964676228
"bare1276",2.1116696276146
"bare1279",3.82137681445168
"bari1286",4.45351857094257
"bari1297",2.60480854468373
"baru1269",2.58959142802979
"basa1284",1.48266902192887
"bash1264",1.89406011294707
"bass1260",1.38612570703859
"bata1285",1.46862472810942
"bata1289",3.81796107762831
"bata1293",3.85999181842473
"bats1242",4.44209581491034
"baur1253",1.90054721988866
"bayu1240",1.45851312349248
"beem1239",1.68927456287179
"befa1241",1.18224287453259
"begb1241",1.41305432253411
"beja1238",3.161554599132
"bekw1241",1.62521454425891
"bela1255",1.82826282440481
"bela1256",2.13604984317505
"bela1260",4.7182243208612
"belh1239",4.65795783973239
"bell1243",2.80654517612203
"bemb1257",1.36091265226432
"bena1262",1.82860067580886
"benc1235",4.63870942581806
"beng1280",3.46975271675996
"beng1286",2.58975316966341
"bero1242",1.97740515833776
"besi1244",3.61135657544433
"bett1235",6.44742761519195
"bhel1238",1.05434421437701
"bhil1251",3.64832563526895
"bhoj1244",3.53910429287546
"biak1248",4.72842519077548
"bial1238",1.80461992128232
"bidy1243",1.4192236032311
"bidy1244",1.702592422226
"bila1255",1.18179343036399
"bili1260",2.28425813157724
"bimo1239",1.22680074619946
"bina1277",2.73762843679925
"bini1246",2.25523329581075
"binu1245",2.43185066706545
"biss1248",3.02836349557085
"blan1242",2.73636234765033
"bodo1267",3.61418820757867
"bodo1269",3.84421610868915
"boik1241",3.13552149196834
"boko1266",2.80431032924181
"bomi1238",1.51970216937447
"bona1250",3.33972034533361
"bond1245",3.33830910979306
"bong1285",8.81977550773451
"bora1263",2.28329876201149
"bora1271",2.2254106875539
"bord1248",1.96772053028222
"boro1277",4.20338786234948
"boro1282",1.47661805207576
"boun1243",1.85905417408153
"bouy1240",4.30956597126131
"brah1256",6.60082647490756
"bret1244",2.79584017574868
"brib1243",2.21194340278084
"brok1247",3.91669699653712
"buam1238",1.11023864642692
"budu1250",1.58696676010867
"bugi1244",4.19479942357724
"bujh1238",4.83331815734472
"buku1249",1.54243184883744
"bulg1262",3.5984608591332
"buli1254",1.32893769455523
"bulu1251",1.21909924080441
"bumb1241",1.76985806701128
"bumm1238",1.74250154243889
"buna1275",1.70473549394276
"bund1253",3.32713912689041
"buol1237",4.03236143637548
"bura1267",1.24438014408414
"burj1242",2.42866571338981
"buru1301",2.21594779010733
"busa1253",2.8213440846325
"buwa1243",3.94576186255938
"cabi1241",2.28619144617133
"cacu1241",2.55272800217891
"cadd1256",2.74152190851956
"caja1238",1.77711472383642
"came1252",1.15919890346248
"camp1261",3.27910068750811
"cane1242",2.70434445132714
"capa1241",1.72444170283324
"caqu1242",2.21414635803032
"cara1272",1.58330401738371
"cari1279",1.7202835266543
"carn1240",3.38315259529688
"cash1251",1.85690008678133
"cash1254",2.30031317441005
"cavi1250",2.08269680832212
"ceba1235",1.97771485259674
"cebu1242",4.62452146241768
"cent1972",3.54378544890089
"cent1973",3.8409270480084
"cent1989",3.69608448769993
"cent1990",2.89379196631137
"cent2004",4.44151386163186
"cent2018",2.06089080410175
"cent2050",1.43893054010967
"cent2087",4.46567247204354
"cent2092",4.69819892650345
"cent2128",3.90422441911287
"cent2142",2.92304426516716
"cent2144",2.18349635454999
"cent2150",2.95900622263967
"cent2194",2.62188523274942
"cerm1238",1.9016943325133
"chac1249",2.67892016766852
"chac1250",1.71456603244684
"chac1251",1.78237620864895
"chal1275",3.61028686046741
"cham1312",4.25867677233348
"cham1315",2.56507078963497
"cham1318",2.53222349758075
"chan1310",4.945169412849
"chau1259",5.28016862881716
"chay1248",2.83908340875665
"chec1245",4.52684950369518
"chee1238",1.67760501293613
"chen1255",6.01639614532093
"chep1245",4.79069536235778
"cher1271",1.18003741169222
"cher1273",2.70290880398439
"chic1270",3.08893337793511
"chim1300",2.59417090016285
"chim1302",1.55115753500324
"chim1309",2.41787867322524
"chip1261",2.05861429489099
"chip1262",2.46463450871661
"chiq1248",2.8575344062246
"chiq1250",1.87307921473434
"chir1286",2.53993445254086
"choc1276",2.92774586555054
"chok1243",5.16207701030718
"chol1282",2.04506845730423
"chon1284",3.74133058407617
"chon1287",2.04112677183817
"chra1242",3.4743453190031
"chua1250",3.04962618256555
"chuk1273",4.74233296094883
"chum1261",1.00716595846684
"chuv1255",1.85679734209499
"coca1259",2.44258705085513
"coeu1236",3.37982299865726
"cogu1240",2.49285266164933
"colo1256",2.79366561538991
"coma1245",3.28269107682755
"como1259",3.41816063069937
"copa1236",2.28324093941844
"coro1247",1.58012826959802
"cros1244",1.68345402801233
"crow1244",2.83977226923373
"cube1242",2.03368219031904
"cuib1242",2.01022778027672
"culi1244",3.01408157645018
"curr1243",2.27355275426704
"cusc1236",2.09959799459057
"cuvo1236",3.72940233835017
"czec1258",3.86756641301493
"dadi1250",2.19120687178552
"dagb1246",1.38722594946286
"dagi1241",3.38455217930044
"daha1245",2.02007545341441
"dakp1242",5.72829078747758
