"glottocode","series_markedness_fullness"
"aari1239",-3.38177325282939
"abar1238",9.98510462095652
"abau1245",11.2200573582364
"abid1235",3.40179957455945
"abkh1244",1.88204051464115
"abua1244",4.50351428076427
"abur1243",6.50134742394172
"acat1239",-3.78078922445557
"acha1249",4.36606937598881
"acha1250",6.97962990709001
"ache1245",2.04076537350236
"ache1246",-1.25014235677233
"achi1257",0.796978828110637
"achu1247",-3.42111437947467
"achu1248",0.839337239960899
"acol1236",-1.00622694049612
"adam1253",0.451289212211415
"adan1247",-8.01731352290982
"adan1251",10.1751495438397
"adio1239",-6.73481647038244
"adny1235",3.46744798815063
"adyg1241",10.6648518082511
"adze1240",-1.36573827191573
"afad1236",2.55231950784775
"afar1241",3.8482717556951
"afit1238",5.55552243631651
"aghe1239",1.90237952701447
"agua1253",-3.11967059527124
"ahan1243",3.91172888508985
"ahan1244",7.18475829748484
"aheu1239",7.89932703915066
"ahte1237",2.10352215476013
"ainu1240",7.33667567973203
"ajab1235",9.43336242099259
"ajas1235",11.9950565698225
"ajyi1238",0.0904501953120462
"akan1250",3.63350305602221
"akas1242",3.0257347656564
"akaw1239",1.47442440776266
"akha1245",10.4068489867225
"akla1241",0.417062382527078
"akoo1248",10.6772304553106
"akpe1248",5.08232398685339
"akun1241",2.58506360332334
"alab1237",3.76192903967636
"alab1254",3.02486567953726
"alam1246",3.25261985083586
"alaw1244",-1.02122875773931
"aleu1260",3.81200480043118
"alla1248",3.22981805870742
"alut1245",-2.07012435930502
"alya1239",3.82875535885477
"amah1246",2.99711234621171
"aman1265",5.7052746317836
"amar1271",8.16195292728855
"amar1274",5.42972333792078
"amas1236",6.37855309622748
"ambe1247",3.9762469224869
"ambu1247",0.102291285853813
"amdo1237",10.6374660679304
"amel1241",12.5421476798051
"amha1245",-0.570162787244123
"amii1238",9.53141175292178
"amoo1242",-1.72239206109888
"amun1246",-0.888391532638759
"ande1247",-4.08861471623108
"andi1255",4.53795242965354
"anei1239",-0.267906904430768
"anfi1235",0.558294080067312
"anga1288",7.76133343009146
"anga1290",-1.82274820017674
"anii1245",7.32674517013965
"anin1240",-1.44985957837887
"anta1253",-3.90876456980486
"anua1242",1.33119264901042
"anuf1239",3.50057827124774
"anyi1244",4.09488009482824
"anyi1245",3.90477477352209
"aona1235",-2.56544245447536
"apal1257",11.2961153622267
"apat1240",4.45414183492451
"apin1244",1.16739429638406
"apro1235",-8.1244650728537
"apur1254",9.29489953316781
"arab1268",2.29088888853296
"arag1245",12.2831257188772
"aran1237",0.286891072758654
"arao1248",-3.72162741255221
"araw1273",-2.56818226735226
"araw1276",4.64204074513749
"arbe1236",6.29135517607155
"arbo1245",-6.29926027895526
"arch1244",13.5245988784871
"argo1244",5.29817991322193
"arhu1242",6.97785267864262
"arik1265",0.291735240064163
"arin1244",-0.736344797492535
"asha1243",3.94203197075834
"ashe1272",10.0067410158726
