"glottocode","series_markedness_fullness"
"aari1239",2.50888421390729
"abar1238",2.94052464633001
"abau1245",6.2319084110317
"abid1235",4.96873568988876
"abkh1244",4.39664311355125
"abua1244",3.94272956982876
"abur1243",4.95987459099206
"acat1239",1.93096257360175
"acha1249",1.60604048208091
"acha1250",5.92675346387519
"ache1245",5.9954260752441
"ache1246",4.52801403093239
"achi1257",3.57904971429525
"achu1247",4.08957633200662
"achu1248",3.58913636058843
"acol1236",4.07149242469729
"adam1253",3.14304991712289
"adan1247",4.20808270851383
"adan1251",3.9692994003811
"adio1239",5.81761095698886
"adny1235",1.44715119881447
"adyg1241",4.40789266696592
"adze1240",1.66301796656159
"afad1236",4.85097443584286
"afar1241",2.52269129679278
"afit1238",4.57605537057293
"aghe1239",2.37563101879871
"agua1253",5.3029729223192
"ahan1243",5.86547446641365
"ahan1244",6.09873930722086
"aheu1239",4.9872651190833
"ahte1237",4.1685056410392
"ainu1240",3.68379242258946
"ajab1235",2.2504514814095
"ajas1235",5.99521380546044
"ajyi1238",5.14087696578398
"akan1250",3.64923120639867
"akas1242",4.6637651578831
"akaw1239",4.1242084116914
"akha1245",1.78954563839756
"akla1241",4.56374736852529
"akoo1248",4.34359094456693
"akpe1248",4.53904486704187
"akun1241",2.47583378141274
"alab1237",5.75955268884544
"alab1254",2.99968893447451
"alam1246",5.02607168501454
"alaw1244",6.72234737016427
"aleu1260",1.35939971575299
"alla1248",3.68945764239605
"alut1245",4.19827700570166
"alya1239",1.81121869812948
"amah1246",4.06401360977595
"aman1265",4.69453703106878
"amar1271",3.00739430004531
"amar1274",4.33354870684393
"amas1236",3.00527730992461
"ambe1247",3.66478819846525
"ambu1247",3.70000815601356
"amdo1237",4.37153160734183
"amel1241",4.14803831101255
"amha1245",4.58202700557206
"amii1238",5.29743646935892
"amoo1242",3.82872644924556
"amun1246",3.60439704365901
"ande1247",4.96186036738327
"andi1255",5.79665147418135
"anei1239",4.19125224699013
"anfi1235",3.00924476419917
"anga1288",6.97650455080515
"anga1290",6.58111315589332
"anii1245",5.6828439660514
"anin1240",2.61408398934324
"anta1253",2.87837544516578
"anua1242",6.61460478407084
"anuf1239",3.65632305509923
"anyi1244",3.78408715400463
"anyi1245",6.40182018288366
"aona1235",-0.184442146296091
"apal1257",4.12409239505987
"apat1240",1.34180754909687
"apin1244",0.892175714550519
"apro1235",3.30681196630766
"apur1254",2.91374524957448
"arab1268",4.30526102310403
"arag1245",4.08765367856644
"aran1237",2.08489669086925
"arao1248",1.83637314577609
"araw1273",4.36222710976807
"araw1276",4.57507732420641
"arbe1236",4.9889464630414
"arbo1245",2.42773130989584
"arch1244",3.20179334099273
"argo1244",4.35490217602612
"arhu1242",3.39347470091768
"arik1265",5.00867417056877
"arin1244",5.74748270163955
"asha1243",3.94579043535324
"ashe1272",2.94906220996707
"assa1263",1.96880877159392
"astu1245",3.35912150997261
"atay1247",4.04513774756451
"atti1239",2.53242202835839
"auuu1241",4.31308402714551
"avac1239",2.58985139152933
"avar1256",5.85576734261875
"avat1244",4.84099654123206
"avik1243",2.15975693254245
"avok1242",2.98699449532396
"awac1239",7.20874445187878
"awad1243",4.31241308802699
"awar1248",4.34435029068777
"awet1244",4.7696059782049
"awin1248",5.30169899392215
"awiy1238",4.26944853996468
"awng1244",1.42714538740654
"awtu1239",1.9643239165929
"axiy1235",4.20352901708753
"ayac1239",6.06457379449086
"ayer1245",3.61532309067052
"ayor1240",3.17861713156402
"baan1242",4.20251875484208
"baat1238",2.10700833210251
"baba1264",2.37662401900323
"baba1266",3.18601578527395
"bada1257",4.95180997114739
"bade1248",4.49266569361476
"bady1239",5.44443956364602
"bafa1247",0.625374387949632
"bafa1249",3.76608846590555
"bafi1243",4.24242787609505
"bafu1246",4.87878923084325
"baga1272",3.81793097808068
"baga1273",2.78174084637515
"bagi1246",5.17744727526881
"baim1244",5.75024218186312
"baka1272",0.136376690511376
"baka1273",4.48109118115986
"baka1274",6.22751759671352
"baka1277",3.65245557103785
"bakh1245",2.86638427332267
"bako1249",3.10087135271227
"bako1250",3.08869376043105
"bala1302",1.17505559537406
"bali1278",3.54273535220137
"balt1258",4.21565482511688
"bamb1262",5.47616072533736
"bamb1265",2.73400098892137
"bamb1269",3.56003369647128
"bame1260",2.39572117621726
"bamu1253",2.90381348626833
"bamu1256",3.90124844602685
"bana1305",4.58633455203242
"band1345",4.0681666736298
"band1352",3.52741116488526
"bang1356",2.40907990666316
"bani1255",4.03778831332102
"bank1256",3.80933576384069
"baou1238",2.70285874567515
"bara1380",4.87373982446426
"bard1255",2.62113670811526
"bare1276",7.01281720004884
"bare1279",4.32060627722769
"bari1286",4.03217907749093
"bari1297",4.14127684660463
"baru1269",5.08423703805444
"basa1284",3.35120299084361
"bash1264",2.89135784117223
"bass1260",2.8508063181581
"bata1285",4.91580804036356
"bata1289",3.49548962101068
"bata1293",5.55840391419346
"bats1242",4.92415269312341
"baur1253",4.49158367070229
"bayu1240",2.92497941017485
"beem1239",2.96729993460313
"befa1241",5.92510965027126
"begb1241",5.10187643584453
"beja1238",4.67668463655893
"bekw1241",6.68748527823029
"bela1255",5.49796278806941
"bela1256",5.91538937243494
"bela1260",2.00378245803124
"belh1239",5.95624153361409
"bell1243",4.3561068201829
"bemb1257",4.02723557241349
"bena1262",5.06333818854639
"benc1235",2.12584674925763
"beng1280",3.56926908802792
"beng1286",7.61337715154501
"bero1242",5.27009396891987
"besi1244",1.99754456815204
"bett1235",3.3652069868308
"bhel1238",3.19263473351888
"bhil1251",6.55765044996345
"bhoj1244",2.62717325976477
"biak1248",5.8777945864847
"bial1238",2.70171386641734
"bidy1243",4.52467105210535
"bidy1244",4.8391969212172
"bila1255",5.35695781216124
"bili1260",6.52462362995226
"bimo1239",6.14347652890835
"bina1277",5.63776813976309
"bini1246",5.02209282508641
"binu1245",3.56877220809314
"biss1248",2.20921282121812
"blan1242",3.35313921033165
"bodo1267",4.3035276838461
"bodo1269",2.64665970149791
"boik1241",5.83302480457973
"boko1266",3.64529488313487
"bomi1238",1.53959430343665
"bona1250",4.36873154802346
"bond1245",5.04402618897735
"bong1285",3.70561927085006
"bora1263",4.51665317247451
"bora1271",1.37752207076957
"bord1248",4.49844931697316
"boro1277",7.69192171756633
"boro1282",4.40416054855529
"boun1243",2.88991287462971
"bouy1240",7.62616039830536
"brah1256",3.34080078413917
"bret1244",3.03173616514737
"brib1243",6.43484111215106
"brok1247",3.70414077749724
"buam1238",4.47662069266092
"budu1250",3.218693035331
"bugi1244",2.20940009352263
"bujh1238",5.12435721928822
"buku1249",3.35893538701373
"bulg1262",2.95580587422607
"buli1254",3.182248500232
"bulu1251",5.00023308013691
"bumb1241",6.6047648288756
"bumm1238",1.78938698849606
"buna1275",5.72129789710565
"bund1253",5.31593730269209
"buol1237",4.99860348445085
"bura1267",3.80988539275551
"burj1242",4.17806054319402
"buru1301",2.55707621135828
"busa1253",2.41078610001487
"buwa1243",5.06963061081996
"cabi1241",1.25970032838637
"cacu1241",5.90230055173204
"cadd1256",3.5761031732892
"caja1238",3.30557326243085
"came1252",6.0378238085372
"camp1261",3.77729494212923
"cane1242",4.57902618719788
"capa1241",2.18578222783374
