"","series_markedness_fullness"
"aari1239",4.22050126348367
"abar1238",4.93459314401091
"abau1245",2.06674945426284
"abid1235",5.82562975516015
"abkh1244",5.471569448566
"abua1244",5.74967041012731
"abur1243",6.17431418043123
"acat1239",1.14865345906614
"acha1249",1.23576046716924
"acha1250",2.01491791417868
"ache1245",7.55485858150346
"ache1246",2.1800890843614
"achi1257",1.09625718678576
"achu1247",1.58944532741424
"achu1248",2.48363370012489
"acol1236",6.3193880681293
"adam1253",6.07866662187917
"adan1247",5.80766716483083
"adan1251",2.97739891312542
"adio1239",5.79859858749769
"adny1235",2.13557205839598
"adyg1241",4.24773649437103
"adze1240",1.45318266746187
"afad1236",7.14295759429425
"afar1241",6.09585218242039
"afit1238",5.33956055789867
"aghe1239",4.01839801222677
"agua1253",2.56125894119639
"ahan1243",6.19715454327684
"ahan1244",5.61845431091543
"aheu1239",5.84364210746532
"ahte1237",1.7241913290315
"ainu1240",2.52066169654126
"ajab1235",5.19817136728621
"ajas1235",5.22200689509462
"ajyi1238",2.10120907607912
"akan1250",6.07734442129325
"akas1242",4.89603678039457
"akaw1239",1.39067459161606
"akha1245",1.28969931553707
"akla1241",1.24773580927577
"akoo1248",6.23013377322193
"akpe1248",5.53107398063607
"akun1241",2.85700949561448
"alab1237",1.97582998051831
"alab1254",5.92948190828049
"alam1246",1.7202507200763
"alaw1244",3.929631223666
"aleu1260",1.31318881627971
"alla1248",5.69897256267863
"alut1245",3.99135863277718
"alya1239",1.34699220872002
"amah1246",1.26727508995715
"aman1265",1.28150799702342
"amar1271",1.82255831115226
"amar1274",1.1054172612748
"amas1236",4.60073622466662
"ambe1247",4.92137172113703
"ambu1247",4.32235898473901
"amdo1237",2.91047744877736
"amel1241",1.86839885507577
"amha1245",6.02069100060393
"amii1238",2.2498391924089
"amoo1242",5.53525952033017
"amun1246",1.10777727882392
"ande1247",1.13252954057526
"andi1255",1.82766944285797
"anei1239",1.73149763897758
"anfi1235",2.02186346091347
"anga1288",1.13896303655691
"anga1290",4.35512738409334
"anii1245",5.98324886564169
"anin1240",2.65041517155007
"anta1253",1.37621353579929
"anua1242",7.08072750786444
"anuf1239",6.07688095873647
"anyi1244",6.22228165802145
"anyi1245",5.99714481480144
"aona1235",1.29844304692691
"apal1257",1.43614377404112
"apat1240",1.46881200327266
"apin1244",1.30373894618947
"apro1235",5.22282883948712
"apur1254",1.25480526468269
"arab1268",1.18909644165831
"arag1245",4.14133609615303
"aran1237",3.48049752925208
"arao1248",1.56915781603074
"araw1273",2.23625750809242
"araw1276",2.09861241374002
"arbe1236",3.7310900702909
"arbo1245",6.50643257983824
"arch1244",1.34183869672404
"argo1244",6.76369118115647
"arhu1242",2.26488636136967
"arik1265",1.92160837802547
"arin1244",2.75742821047449
