"","series_markedness_fullness"
"aari1239",9.43003672475334
"abar1238",4.64464009068377
"abau1245",9.27707527600607
"abid1235",5.63988301771801
"abkh1244",2.25434326231647
"abua1244",3.56522997050825
"abur1243",5.09468905789848
"acat1239",8.11741216793216
"acha1249",5.16737370748699
"acha1250",8.26664176930702
"ache1245",4.78857386216842
"ache1246",7.72792910047291
"achi1257",4.24879931084807
"achu1247",9.00703177532021
"achu1248",8.83914958256438
"acol1236",3.38196208066385
"adam1253",4.76350291083094
"adan1247",4.0844079331833
"adan1251",8.77840665584632
"adio1239",6.11823936181895
"adny1235",8.53653265922285
"adyg1241",2.64862707551333
"adze1240",3.85315892317571
"afad1236",6.97712726089921
"afar1241",9.48098154070441
"afit1238",3.86734174634413
"aghe1239",6.01548878485353
"agua1253",8.44813095463736
"ahan1243",5.60938655173628
"ahan1244",4.11932327879927
"aheu1239",5.19361814322633
"ahte1237",8.4546285324887
"ainu1240",5.89890153814188
"ajab1235",5.45541186650112
"ajas1235",5.77796507764933
"ajyi1238",8.67989133575909
"akan1250",4.85328961531828
"akas1242",4.08505275527091
"akaw1239",9.38594749384788
"akha1245",4.89454666576863
"akla1241",3.62826575556409
"akoo1248",4.78760485501165
"akpe1248",4.2723000363325
"akun1241",7.83416128113669
"alab1237",9.04384504045395
"alab1254",9.70378963844541
"alam1246",9.77683867826404
"alaw1244",8.0931591557872
"aleu1260",8.29845720144496
"alla1248",5.42504896843046
"alut1245",6.45502907283031
"alya1239",8.82308700494502
"amah1246",7.89249437086006
"aman1265",6.59022380254413
"amar1271",8.62711121326834
"amar1274",9.7636779339714
"amas1236",3.79908628659558
"ambe1247",4.46846610008615
"ambu1247",7.02928796605679
"amdo1237",5.44513558522754
"amel1241",8.62226524049431
"amha1245",8.273563868909
"amii1238",7.23178772485783
"amoo1242",4.44613826029451
"amun1246",7.45724462167749
"ande1247",8.94116737031083
"andi1255",7.20753312341449
"anei1239",3.73379025691933
"anfi1235",5.35334335721196
"anga1288",6.04799517439443
"anga1290",6.30857082101884
"anii1245",5.01963093646773
"anin1240",9.193481012899
"anta1253",8.72813440441356
"anua1242",3.59524443756434
"anuf1239",5.28692254155155
"anyi1244",5.39793136341551
"anyi1245",5.26898771425789
"aona1235",6.40941812650626
"apal1257",9.5073798943018
"apat1240",6.25703100934787
"apin1244",8.42640536934887
"apro1235",5.13742217111613
"apur1254",8.29974487621249
"arab1268",6.55742672334271
"arag1245",4.38119802138502
"aran1237",8.60167454768437
"arao1248",7.77925648366277
"araw1273",6.93139452581598
"araw1276",7.49993517799735
"arbe1236",3.51763749664256
"arbo1245",8.85574001876657
"arch1244",6.87971790555925
"argo1244",7.74650039427392
"arhu1242",7.97745282288288
"arik1265",9.25482415535803
"arin1244",3.66142411229222
"asha1243",8.61490801774101
"ashe1272",8.75198589380861
"assa1263",4.71999539104161
"astu1245",5.23905304926068
"atay1247",3.96864370079436
"atti1239",5.00221990027022
"auuu1241",8.54424579644699
"avac1239",6.76147672655213
"avar1256",7.42734947450409
"avat1244",4.61754724078141
"avik1243",5.15140418116183
"avok1242",3.44016135900915
"awac1239",8.65886214622273
"awad1243",4.64382183900654
"awar1248",7.82687921280193
"awet1244",6.7280297159036
"awin1248",4.45646261468036
"awiy1238",8.26897841463794
"awng1244",8.39202354119704
"awtu1239",9.48957560582253
"axiy1235",5.37767449726622
"ayac1239",9.39264026542043
"ayer1245",4.09610390704658
"ayor1240",9.07766690416705
"baan1242",5.21142139774421
"baat1238",3.96060752123314
"baba1264",4.43044770539859
"baba1266",4.8782714741796
"bada1257",5.84478866134545
"bade1248",7.37680614265437
"bady1239",4.78946918864338
"bafa1247",5.1013341468829
"bafa1249",4.44287206820574
"bafi1243",5.44906115495753
"bafu1246",4.61856679807207
"baga1272",4.97130832772237
"baga1273",4.59108289691608
"bagi1246",1.80842344127909
"baim1244",5.45361414413799
"baka1272",3.38902504214918
"baka1273",4.95148175225096
"baka1274",2.56537185750734
"baka1277",9.44036271354455
"bakh1245",4.37858072083066
"bako1249",5.02488968849938
