"glottocode","series_markedness_fullness"
"aari1239",7.91131108256081
"abar1238",5.32428625126161
"abau1245",0.689848065277457
"abid1235",4.42904426120993
"abkh1244",3.262034825007
"abua1244",2.83280989960056
"abur1243",-2.01833736904138
"acat1239",11.0758235520548
"acha1249",7.68719318424034
"acha1250",1.58043740374093
"ache1245",6.48087194720665
"ache1246",5.33743273647862
"achi1257",8.86008127832863
"achu1247",12.5800245159763
"achu1248",4.76537377609263
"acol1236",12.5628213344182
"adam1253",0.728042694588213
"adan1247",8.23254501533039
"adan1251",-1.02831749031882
"adio1239",2.56109997477903
"adny1235",1.43928097799191
"adyg1241",5.47062592503348
"adze1240",3.12022515075695
"afad1236",4.34940843381456
"afar1241",9.42596317671289
"afit1238",-3.36325906986757
"aghe1239",6.78294581619855
"agua1253",0.328051646649254
"ahan1243",-2.50323171798277
"ahan1244",10.2553008765258
"aheu1239",4.37936027153935
"ahte1237",5.43954563258021
"ainu1240",4.26683629094323
"ajab1235",2.7623616824487
"ajas1235",-1.62128959127825
"ajyi1238",10.2352680472113
"akan1250",2.07661200298914
"akas1242",2.93336612822975
"akaw1239",-4.52307229982775
"akha1245",7.13412776898471
"akla1241",14.1136525158702
"akoo1248",6.66071628633197
"akpe1248",4.53823217638605
"akun1241",8.29620016349417
"alab1237",3.84959915311421
"alab1254",17.4449322622628
"alam1246",12.1683487444209
"alaw1244",9.65080784162195
"aleu1260",2.32013015955738
"alla1248",8.7648460900456
"alut1245",6.81786513928491
"alya1239",-0.283467112785229
"amah1246",3.50307498870935
"aman1265",10.9330569416102
"amar1271",-7.44139873148792
"amar1274",4.89832538974623
"amas1236",-3.58390647253706
"ambe1247",1.88406366124982
"ambu1247",-2.57096412904131
"amdo1237",2.15656284012336
"amel1241",3.91146911405631
"amha1245",2.29763379552695
"amii1238",8.13809299114571
"amoo1242",0.333661303273346
"amun1246",5.39132865632051
"ande1247",0.238138131497254
"andi1255",5.16718868489935
"anei1239",3.87893498370298
"anfi1235",5.97988795372174
"anga1288",-2.2912091241792
"anga1290",6.00614834495449
"anii1245",9.11260936514016
"anin1240",-1.16652098196372
"anta1253",9.37045218118324
"anua1242",0.840466704104902
"anuf1239",0.099500496424298
"anyi1244",1.39198340514882
"anyi1245",6.72299498391579
"aona1235",0.401359081333202
"apal1257",4.58985299746012
"apat1240",5.28472974274224
"apin1244",10.675339125324
"apro1235",2.19292529845761
"apur1254",12.7770755009648
"arab1268",7.56360008224944
"arag1245",22.4952723154417
"aran1237",-1.42116965878912
"arao1248",-1.16328728759066
"araw1273",2.03368402429782
"araw1276",6.58385679903923
"arbe1236",-0.371851004618731
"arbo1245",-3.84575153257181
"arch1244",4.31343347582084
"argo1244",12.6975535554364
"arhu1242",3.2413083339269
"arik1265",2.06129846137376
"arin1244",-3.18848597507766
"asha1243",3.77552221606843
"ashe1272",6.14368590316797
"assa1263",3.91225844942407
"astu1245",4.07554238461975
"atay1247",-1.07508916734763
"atti1239",-3.2138495569579
"auuu1241",5.92373260527131
"avac1239",5.19108834243878
"avar1256",2.06779063823257
"avat1244",2.13815619853248
"avik1243",6.7967465675756
"avok1242",0.950095846520791
"awac1239",-0.573225700707653
"awad1243",3.94648071229204
"awar1248",2.73936312364124
"awet1244",5.9350057569957
"awin1248",1.57710593041358
"awiy1238",0.424589568104654
"awng1244",2.15641161620236
"awtu1239",1.61627722613514
"axiy1235",11.4455080422965
"ayac1239",6.15968807156648
"ayer1245",-5.89058319223084
"ayor1240",-3.1384478719235
"baan1242",1.26968621464242
"baat1238",-0.361138377570628
"baba1264",8.46827124933223
"baba1266",-5.79310151130063
"bada1257",9.50575120883389
"bade1248",-0.194278144343341
"bady1239",8.51948628427734
"bafa1247",9.58228088834997
"bafa1249",10.460758025039
"bafi1243",5.15873718449063
"bafu1246",1.25724636332199
"baga1272",8.75783224291066
"baga1273",8.40432650754583
"bagi1246",4.55589151620218
"baim1244",-0.0609791580823114
"baka1272",3.62753157275993
"baka1273",-0.467659190121784
"baka1274",-0.387347091122886
"baka1277",9.07197906024403
"bakh1245",1.85307965177946
"bako1249",1.81491905085591
"bako1250",-0.554907072292417
"bala1302",7.03009785514427
"bali1278",2.79898331904359
"balt1258",3.49412755859939
"bamb1262",8.92948305886899
"bamb1265",8.05605065968158
"bamb1269",-6.07011768662771
"bame1260",7.25918589607483
"bamu1253",16.0149048287449
"bamu1256",3.54675589145571
"bana1305",5.49933478103941
"band1345",2.91545900709782
"band1352",-0.442049192040005
"bang1356",5.29239129922276
"bani1255",15.8249358514523
"bank1256",3.8345519613449
"baou1238",5.86422471611652
"bara1380",10.8813241229622
"bard1255",0.753650803351293
"bare1276",11.2395647083264
"bare1279",11.6007722938151
"bari1286",9.96331820022027
"bari1297",4.04485457548557
"baru1269",-1.1116728139428
"basa1284",5.38269652639351
"bash1264",6.08795264075195
"bass1260",6.98481214171834
"bata1285",7.83174009320965
"bata1289",8.44298875180968
"bata1293",10.5521455307381
"bats1242",7.9805227132358
"baur1253",-0.281661209436161
"bayu1240",-5.55485447379018
"beem1239",6.35601044078148
"befa1241",-4.53243114320268
"begb1241",6.32833638219937
"beja1238",7.66579020015532
"bekw1241",2.92477587708098
"bela1255",7.58511833549347
"bela1256",6.28349043739356
"bela1260",10.1897992967746
"belh1239",6.27002545061498
"bell1243",0.422403526939248
"bemb1257",3.26561449256074
"bena1262",9.41706084023957
"benc1235",3.77719537719307
"beng1280",-0.113790966287009
"beng1286",6.17020438700849
"bero1242",10.0173408586751
"besi1244",4.98633738504715
"bett1235",-3.23788140163867
"bhel1238",3.60573062367106
"bhil1251",-1.05305192650795
"bhoj1244",0.596825457834286
"biak1248",-3.0319496485008
"bial1238",2.2260812781665
"bidy1243",4.0110045476041
"bidy1244",-2.17399101428132
"bila1255",1.69953844760828
"bili1260",1.43783328066819
"bimo1239",0.794625459890922
"bina1277",9.13279326346463
"bini1246",-0.0236031482490988
"binu1245",5.6109315357659
"biss1248",0.894425928650584
"blan1242",3.25607276385506
"bodo1267",8.05387689867361
"bodo1269",-5.7462920663362
"boik1241",8.74517929939082
"boko1266",8.48493465663032
"bomi1238",3.22964432477101
"bona1250",9.18104597675144
"bond1245",14.7142707231702
"bong1285",4.1487149723554
"bora1263",4.38224937377335
"bora1271",2.05552795939355
"bord1248",6.36828549391714
"boro1277",7.91607789322664
"boro1282",5.82905358448225
"boun1243",0.00120435404985564
"bouy1240",-2.09497247457342
"brah1256",7.7267419309898
"bret1244",3.05731245739699
"brib1243",9.1185313950401
"brok1247",-11.0025677498713
"buam1238",5.51822324457448
"budu1250",6.81265031348094
"bugi1244",6.43605792218734
"bujh1238",6.10832065756311
