"","series_markedness_fullness"
"aari1239",4.61809693152784
"abar1238",3.85931243418255
"abau1245",3.46974702444101
"abid1235",3.91116511080637
"abkh1244",3.0643148077897
"abua1244",4.39766056469519
"abur1243",4.12510946148464
"acat1239",3.70456020270027
"acha1249",2.96420750971124
"acha1250",4.25686805019112
"ache1245",4.79814473447358
"ache1246",4.25122089263731
"achi1257",4.0323422879727
"achu1247",3.72111037017405
"achu1248",3.51357015852645
"acol1236",2.89894371001573
"adam1253",4.14146775623501
"adan1247",4.45204196956132
"adan1251",3.36795223455713
"adio1239",4.01616529783167
"adny1235",4.03953296774867
"adyg1241",3.75896340458865
"adze1240",3.99328100332469
"afad1236",3.4532744506147
"afar1241",3.34504757885386
"afit1238",5.42706949589107
"aghe1239",4.67086400975148
"agua1253",3.46182504740036
"ahan1243",4.15571523182492
"ahan1244",3.98441621064141
"aheu1239",1.91512250915603
"ahte1237",4.39950396781913
"ainu1240",3.25940178369691
"ajab1235",4.53491746567288
"ajas1235",5.12549461877556
"ajyi1238",4.14914109084438
"akan1250",4.35007790820411
"akas1242",4.14713442319031
"akaw1239",4.79586188189829
"akha1245",3.34941903054871
"akla1241",3.97831570200097
"akoo1248",4.50910556909835
"akpe1248",4.18753804574358
"akun1241",4.42837352989012
"alab1237",3.99792399406748
"alab1254",3.51365310676948
"alam1246",4.01968385398077
"alaw1244",3.46179298398569
"aleu1260",4.0532093411656
"alla1248",4.2074202632329
"alut1245",5.14686268185825
"alya1239",3.93087729086137
"amah1246",4.02529292592152
"aman1265",4.68297036708777
"amar1271",3.61975859265456
"amar1274",4.25840108659514
"amas1236",5.31677250026134
"ambe1247",4.53032013036024
"ambu1247",3.56607711749341
"amdo1237",3.24396420944251
"amel1241",4.15869399169997
"amha1245",3.53937241622133
"amii1238",3.23739112687943
"amoo1242",4.32764350512526
"amun1246",4.36325722179314
"ande1247",3.85152492515546
"andi1255",4.97509247794814
"anei1239",3.75859114922321
"anfi1235",2.11008508429527
