"","series_markedness_fullness"
"aari1239",4.67322076996548
"abar1238",2.72322643907317
"abau1245",2.33494047419517
"abid1235",3.14587817419261
"abkh1244",3.42436895209183
"abua1244",3.16321931303518
"abur1243",3.37401001662403
"acat1239",1.25683390822266
"acha1249",3.62165001072566
"acha1250",2.83917583034476
"ache1245",2.26188391574329
"ache1246",1.72247011203146
"achi1257",3.64503338865351
"achu1247",1.54666376770616
"achu1248",1.85062562384405
"acol1236",3.51310613777719
"adam1253",2.52173213447516
"adan1247",3.46620455669983
"adan1251",2.91344817249043
"adio1239",2.66476740864454
"adny1235",2.50913409704425
"adyg1241",3.26254606364105
"adze1240",3.3679069572575
"afad1236",5.69220476474339
"afar1241",6.38151793595846
"afit1238",2.15635227420322
"aghe1239",2.36746885685924
"agua1253",1.79955425998963
"ahan1243",2.98273520941965
"ahan1244",2.92421912444026
"aheu1239",2.81436738364136
"ahte1237",2.06566313800784
"ainu1240",2.31879951693845
"ajab1235",3.16822152316776
"ajas1235",1.46723655597922
"ajyi1238",2.86180270827545
"akan1250",3.1611860890214
"akas1242",2.7764074330973
"akaw1239",2.36633839277973
"akha1245",3.51578722067519
"akla1241",3.26798176948587
"akoo1248",2.96987245798391
"akpe1248",3.15966537320024
"akun1241",2.06775120771849
"alab1237",2.37549114625678
"alab1254",6.90001099680994
"alam1246",2.66460241585157
"alaw1244",2.11676563399738
"aleu1260",1.90025501218182
"alla1248",3.61156380112056
"alut1245",2.25115694799901
"alya1239",2.49990282269299
"amah1246",1.39100023929066
"aman1265",1.01005245778992
"amar1271",3.94954391802313
"amar1274",2.26143311462506
"amas1236",1.96885475309573
"ambe1247",3.14498375384074
"ambu1247",1.63679675751068
"amdo1237",4.54385592518712
"amel1241",1.16730996812121
"amha1245",5.86991548533456
"amii1238",2.36574671654558
"amoo1242",3.84562460606238
"amun1246",2.06086816635283
"ande1247",2.62215736885462
"andi1255",4.1990873568161
"anei1239",2.41746721710063
"anfi1235",1.28092118002688
"anga1288",3.98420037655566
"anga1290",2.26572842763506
"anii1245",2.95016212641972
"anin1240",3.02416246740408
"anta1253",2.23316682436321
"anua1242",3.18103204805915
"anuf1239",3.13494863916959
"anyi1244",3.38053816002304
"anyi1245",3.18207436401929
"aona1235",4.02921796363081
"apal1257",3.31768890834881
"apat1240",4.52553196260168
"apin1244",2.35269025708349
"apro1235",2.77625790172062
"apur1254",3.20377199401021
"arab1268",1.32616599280033
"arag1245",5.87285599334082
"aran1237",4.064243527194
"arao1248",2.062889368984
"araw1273",1.71080491583531
"araw1276",2.54657302986533
"arbe1236",4.30856050889826
"arbo1245",6.43048316765982
"arch1244",4.08769674538328
"argo1244",6.08024339265099
"arhu1242",1.4058188768669
"arik1265",1.81406900642079
"arin1244",5.19485440189362
"asha1243",3.27830148089883
"ashe1272",3.02984407215655
"assa1263",5.26411256207526
"astu1245",5.5562229719437
"atay1247",2.27763392930639
"atti1239",3.23582636002317
"auuu1241",2.13390891748741
"avac1239",1.53242115053556
"avar1256",4.04338206912305
"avat1244",2.78405605768289
"avik1243",3.75030419901273
"avok1242",5.28328766857313
"awac1239",2.20614847279674
"awad1243",5.96846849606651
"awar1248",1.87477536772978
"awet1244",1.88541546676225
"awin1248",3.1115400679778
"awiy1238",1.856606293104
"awng1244",6.28914366960653
"awtu1239",1.68029271032129
"axiy1235",4.10229504802478
"ayac1239",1.3363223763092
"ayer1245",3.06152754649499
"ayor1240",1.40280285352379
"baan1242",3.54701615265324
"baat1238",3.13653731852882
"baba1264",2.87427773331306
"baba1266",2.25892026435844
"bada1257",2.98652723972544
"bade1248",5.34756747111813
"bady1239",2.74635500514088
"bafa1247",2.92204115087903
"bafa1249",3.0641214359558
"bafi1243",2.91567416586967
"bafu1246",2.81487957608531
"baga1272",2.73061511630451
"baga1273",2.70258576125978
"bagi1246",5.77437367055064
"baim1244",4.14741607542215
"baka1272",3.4194971379427
"baka1273",2.72747225061353
"baka1274",5.42661974004753
"baka1277",3.03272487457806
"bakh1245",4.69085253052072
"bako1249",2.63678670935758
"bako1250",2.76831053075516
"bala1302",2.71208184724896
"bali1278",3.99315081927228
"balt1258",4.04349377563561
"bamb1262",3.12065079643731
"bamb1265",3.02440316540755
"bamb1269",1.31584400269675
"bame1260",2.74320806062684
"bamu1253",2.84059893759377
"bamu1256",2.84955414549884
"bana1305",4.97252808834541
"band1345",3.55604864577607
"band1352",1.03432186259716
"bang1356",3.18447042024528
"bani1255",2.5887410439742
"bank1256",2.85473317476805
"baou1238",3.23736256493123
"bara1380",1.71322586294478
"bard1255",3.31577614203562
"bare1276",2.61361126662854
"bare1279",4.99016857637632
"bari1286",3.62512470335232
"bari1297",1.4684221338289
"baru1269",1.01316384783924
"basa1284",2.91438206118447
"bash1264",4.20496515236112
"bass1260",3.24676184076461
"bata1285",2.36428228503743
"bata1289",3.52815973991432
"bata1293",3.38654656557322
"bats1242",3.93799359929157
"baur1253",3.30029953359699
"bayu1240",2.66939466422021
"beem1239",2.59261953722082
"befa1241",3.06123590598671
"begb1241",3.22594492679
"beja1238",6.77520797687172
"bekw1241",2.46926855560848
"bela1255",2.94171782281438
"bela1256",3.34013885612596
"bela1260",3.65930152378132
"belh1239",4.24384504739741
"bell1243",2.06379608533559
"bemb1257",3.36547768936658
"bena1262",2.4037722411992
"benc1235",1.62666843402983
"beng1280",5.04201967638259
"beng1286",1.12459939405307
"bero1242",2.59948593890654
"besi1244",2.96529200669822
"bett1235",2.2726474771274
"bhel1238",2.62478492087898
"bhil1251",6.02291368931065
"bhoj1244",5.42861788307779
"biak1248",2.87725949364065
"bial1238",2.56040252871291
"bidy1243",3.58144199936775
"bidy1244",2.04466487433934
"bila1255",2.6023695874887
"bili1260",6.41004350734106
"bimo1239",2.57577462651997
"bina1277",1.17288498390118
"bini1246",3.40067261582153
"binu1245",1.85179270384481
"biss1248",1.00569309133116
"blan1242",2.88190387448521
"bodo1267",3.15103243100191
"bodo1269",4.18830097260299
"boik1241",1.09587795314076
"boko1266",1.64348554474462
"bomi1238",2.79744181010547
"bona1250",1.10304095812845
"bond1245",2.98044776570449
"bong1285",5.73845731936462
"bora1263",3.11152523042546
"bora1271",6.64114348762974
"bord1248",1.46888356219763
"boro1277",1.41458200358104
"boro1282",1.56649395004677
"boun1243",2.28226470212012
"bouy1240",4.47182711617086
"brah1256",2.7952097949528
"bret1244",5.19166791789595
"brib1243",1.03312926887582
"brok1247",5.94510441151925
"buam1238",2.58529690343852
"budu1250",2.59757599300086
"bugi1244",3.56606636490884
"bujh1238",2.98393912960056
"buku1249",2.59658407234945
"bulg1262",5.31095522991716
"buli1254",2.65793813560388
