"","series_markedness_fullness"
"aari1239",1.35036165872222
"abar1238",9.41348965725396
"abau1245",2.21073211197188
"abid1235",8.18217272176872
"abkh1244",7.10760299409541
"abua1244",7.02178974247806
"abur1243",8.71539309774946
"acat1239",3.95183682873773
"acha1249",7.10909818472263
"acha1250",4.36246671453841
"ache1245",1.37324315151113
"ache1246",3.62499636813759
"achi1257",5.29994374553846
"achu1247",4.49284391959102
"achu1248",4.73819415304117
"acol1236",4.22429913712944
"adam1253",9.28141782521274
"adan1247",7.37247461939851
"adan1251",2.96138216173302
"adio1239",8.15509888621013
"adny1235",3.10634383508734
"adyg1241",7.42134082306731
"adze1240",5.55033948641383
"afad1236",5.25225123192234
"afar1241",4.27011832015504
"afit1238",3.03757871665833
"aghe1239",8.53499370393907
"agua1253",5.08580004813222
"ahan1243",7.55431636151096
"ahan1244",8.0240145379563
"aheu1239",7.38990472899412
"ahte1237",4.63514061035553
"ainu1240",2.6917458065018
"ajab1235",8.18627097931204
"ajas1235",6.0545324687529
"ajyi1238",5.50745872007253
"akan1250",7.51487187544126
"akas1242",8.53457413431935
"akaw1239",1.53768981372872
"akha1245",7.11750506195999
"akla1241",4.80042939254149
"akoo1248",8.2079152581979
"akpe1248",8.4835570862288
"akun1241",4.21296734777822
"alab1237",3.11874195981664
"alab1254",4.8395738388692
"alam1246",1.32852452096592
"alaw1244",1.16286077295282
"aleu1260",4.24750147054363
"alla1248",6.57678454673316
"alut1245",3.46818672823349
"alya1239",3.05145303334933
"amah1246",4.13584850085173
"aman1265",1.06405318247037
"amar1271",2.13365000348482
"amar1274",4.9676799178546
"amas1236",2.79199300374712
"ambe1247",7.20110317392313
"ambu1247",6.33201943765982
"amdo1237",6.28241457183921
"amel1241",3.85591665793862
"amha1245",4.48339696180548
"amii1238",2.48327163528057
"amoo1242",8.27179391072661
"amun1246",4.42229218469964
"ande1247",3.31114191653195
"andi1255",2.4047959582828
"anei1239",6.41372927748529
"anfi1235",5.67594133132478
"anga1288",6.37647913712056
"anga1290",1.79830196404253
"anii1245",8.18249040365862
"anin1240",3.2468724635326
"anta1253",4.27225652232436
"anua1242",4.22659162892355
"anuf1239",6.98361867153478
"anyi1244",7.64180797361211
"anyi1245",7.60366909741381
"aona1235",7.41381373902009
"apal1257",1.22840878175026
"apat1240",5.69382218200066
"apin1244",2.98107932839791
"apro1235",8.37790603147125
"apur1254",5.03469263625738
"arab1268",4.00047169153784
"arag1245",5.83010531254873
"aran1237",1.61523389010273
"arao1248",4.0350526723806
"araw1273",4.53434370006343
"araw1276",4.81750459486342
"arbe1236",6.47381364176725
"arbo1245",4.13280283099647
"arch1244",1.48883144681588
"argo1244",4.39757242028587
"arhu1242",4.29090168565603
"arik1265",6.37726033011163
"arin1244",1.86799678317317
"asha1243",4.80727772979852
"ashe1272",5.77954638894623
"assa1263",4.51780355758165
"astu1245",5.78182170487205
"atay1247",5.89229445798286
"atti1239",7.06270495647318
"auuu1241",4.46286207671615
"avac1239",4.43792525575609
"avar1256",2.89481672098901
"avat1244",7.59755915824023
"avik1243",7.21355889712498
"avok1242",1.60618242191543
"awac1239",3.18048339415383
"awad1243",5.32353963335122
"awar1248",4.2191495114464
"awet1244",3.72509368066772
"awin1248",7.42804766717729
"awiy1238",3.65379140505121
"awng1244",4.61666344568493
"awtu1239",3.76571034895579
"axiy1235",7.06338514792996
"ayac1239",4.16455274110778
"ayer1245",7.85409471613236
"ayor1240",3.55984150206928
"baan1242",8.60219296540737
"baat1238",7.52859095804874
"baba1264",7.2570759788081
"baba1266",8.43073039654643
"bada1257",8.17667012942874
"bade1248",4.63090640211428
"bady1239",8.38002440497506
"bafa1247",8.00094752984708
"bafa1249",7.10334871476416
"bafi1243",7.91655956387433
"bafu1246",7.30180411297443
"baga1272",8.14019713975653
"baga1273",7.59635929325986
"bagi1246",1.574876344461
"baim1244",5.96809911632031
"baka1272",8.55239546743983
"baka1273",8.27482526546232
"baka1274",2.09450343123343
"baka1277",1.30936806052795
"bakh1245",3.92157239105003
"bako1249",7.7397007814573
"bako1250",8.26656662917765
"bala1302",8.44564858767041
"bali1278",5.63563466731735
"balt1258",6.7029501906535
"bamb1262",1.94732343838215
"bamb1265",6.91193874690947
"bamb1269",4.70717796105174
"bame1260",7.18056711107092
"bamu1253",7.08746294909327
"bamu1256",8.5009962119818
"bana1305",3.95438370356616
"band1345",8.49136888939182
"band1352",4.67719583591772
"bang1356",7.13910745038502
"bani1255",4.91119019583088
"bank1256",8.90392913294678
"baou1238",6.81515589000132
"bara1380",5.81714074243044
"bard1255",4.96155356202059
"bare1276",4.52871628992311
"bare1279",3.76796889114367
"bari1286",5.86856785141611
"bari1297",4.05205011201562
"baru1269",2.62360343417483
"basa1284",8.00604089213693
"bash1264",3.43593149308901
"bass1260",8.46813941028978
"bata1285",7.24567980832085
"bata1289",6.54877840225461
"bata1293",6.35732149435539
"bats1242",2.43151474605087
"baur1253",4.18027425024236
"bayu1240",3.13021026069337
"beem1239",7.88414471371429
"befa1241",7.18659814013658
"begb1241",7.74840462346907
"beja1238",4.32735558864877
"bekw1241",8.42553648633995
"bela1255",8.88665840093841
"bela1256",3.65540659880063
"bela1260",6.41573925038248
"belh1239",6.57339791606012
"bell1243",3.68922778208717
"bemb1257",8.62029137075813
"bena1262",7.63953546688104
"benc1235",6.46081026816058
"beng1280",4.02063611952987
"beng1286",4.79726191300518
"bero1242",8.09863319149671
"besi1244",6.98159091564724
"bett1235",7.82124288381478
"bhel1238",9.02274516792187
"bhil1251",4.71439872211003
"bhoj1244",4.54575193654025
"biak1248",5.8826470495933
"bial1238",8.44537954625161
"bidy1243",2.29733897516983
"bidy1244",9.86206672763103
"bila1255",9.36380400829703
"bili1260",4.99585121770894
"bimo1239",8.54655965629245
"bina1277",2.50038847504665
"bini1246",7.63258318836527
"binu1245",3.48398181600325
"biss1248",5.6382381430482
"blan1242",5.98178263269245
"bodo1267",7.78086073986245
"bodo1269",7.1812043803416
"boik1241",6.50120165930322
"boko1266",5.52234529608176
"bomi1238",7.43742867271504
"bona1250",6.60162408466287
"bond1245",7.66722564197011
"bong1285",1.26212663610214
"bora1263",4.21751790644242
"bora1271",4.29154455792766
"bord1248",4.85232649718027
"boro1277",6.11985055621365
"boro1282",2.18823762011082
"boun1243",8.22105665475052
"bouy1240",1.27823448630155
"brah1256",8.47012741189297
"bret1244",4.48216773647058
"brib1243",5.1028844838798
"brok1247",4.34851987076945
"buam1238",7.61374560625277
"budu1250",7.64692143065317
"bugi1244",6.64573652626535
"bujh1238",7.15209601370261
"buku1249",7.39608947305286
"bulg1262",5.67446823945161
"buli1254",7.76529677145789
"bulu1251",8.68538448999668
"bumb1241",3.72777669159943
"bumm1238",8.18095250088931
"buna1275",3.48192051210614
"bund1253",3.90802050879334
"buol1237",6.17553313365075
"bura1267",5.34539568179377
"burj1242",5.13595611752844
"buru1301",4.82379129852564
"busa1253",5.71657275055167
"buwa1243",5.00181920909182
"cabi1241",4.4566359313407
"cacu1241",2.03123278972684
"cadd1256",3.32480158120771
"caja1238",4.00988942482871
"came1252",6.98484817946844
"camp1261",5.74982480233835
"cane1242",3.03435765068109
"capa1241",4.09539867671584
"caqu1242",4.87154715148872
"cara1272",5.29597833993982
"cari1279",1.02357614575234
"carn1240",6.71700211771113
"cash1251",3.26585645541454
"cash1254",4.71369183746838
"cavi1250",3.48229647506248
"ceba1235",8.9777088891201
"cebu1242",4.73263905752502
"cent1972",4.02903618968154
"cent1973",5.64261171233015
"cent1989",6.97325826250894
"cent1990",6.92231490195302
"cent2004",6.1937074872293
"cent2018",9.32048181695586
"cent2050",9.51212718155015
"cent2087",4.35004547425443
"cent2092",5.8298104378949
"cent2128",4.21684660134532
"cent2142",3.11815572503661
"cent2144",4.00269483315363
"cent2150",4.51195553732897
"cent2194",4.50101088852384
"cerm1238",7.20289976205363
"chac1249",4.49591188071063
"chac1250",4.24380259883448
"chac1251",4.24978361044662
"chal1275",4.50888309041826
"cham1312",6.10217454243507
"cham1315",3.63649339240247
"cham1318",5.59223744439697
"chan1310",5.00187387035421
"chau1259",7.01130788443272
"chay1248",4.99054247200504
"chec1245",2.47666700625117
"chee1238",7.90455948982827
"chen1255",8.72087044681291
"chep1245",6.93923548952749
"cher1271",7.43268961982039
"cher1273",5.53131402270168
"chic1270",3.88693228227841
"chim1300",4.46360992095984
"chim1302",4.31306235003591
"chim1309",4.14971843570462
"chip1261",4.8082028727997
"chip1262",1.93810642392362
"chiq1248",3.70802296745108
"chiq1250",5.42791322479864
"chir1286",3.56341619976668
"choc1276",3.54610453118555
"chok1243",6.56805660649386
"chol1282",3.50715402394282
"chon1284",6.42375981886903
"chon1287",7.71354668610999
"chra1242",7.20472362023354
"chua1250",2.14427590175199
"chuk1273",4.62370073844267
"chum1261",7.72094924514305
"chuv1255",2.76319080908148
"coca1259",3.93759103010784
"coeu1236",3.5132518986358
"cogu1240",3.88995522235276
"colo1256",4.61578475018135
"coma1245",3.72464783793686
"como1259",3.91206639776651
"copa1236",4.57941566883789
"coro1247",3.95715862456635
"cros1244",7.04034998144625
"crow1244",4.60428613278961
"cube1242",6.25929556231464
"cuib1242",4.26536103876047
"culi1244",3.65637804463125
"curr1243",4.97588592119468
"cusc1236",3.80686830299408
"cuvo1236",6.21453224791756
"czec1258",5.87023879281736
"dadi1250",3.21593984922341
"dagb1246",7.79013823366924
"dagi1241",1.1508276090782
"daha1245",5.26869006306589
"dakp1242",5.45967228514291
"dalo1238",8.09645118831495
"dang1274",3.98633091924476
"dani1285",4.63784136261278
"dann1241",5.96596276494536
"darf1239",4.27287014628922
"dark1243",6.69119640363324
"darl1243",4.1687883900882
"darm1243",7.24455950899295
"daur1238",6.58626024165467
"dawr1236",5.58438005004095
"daww1239",3.42965476216169
"daza1242",9.64169221352769
"defa1248",4.09524272104172
"dege1246",8.21117386222544
"degg1238",7.64674757285247
"deni1241",3.66864236697747
