"","series_markedness_fullness"
"aari1239",3.63815657333768
"abar1238",4.92756368382515
"abau1245",2.49425011741263
"abid1235",5.50880906372134
"abkh1244",4.29125921725348
"abua1244",4.8871876699362
"abur1243",5.49269269018226
"acat1239",6.81453814975392
"acha1249",3.56070171935
"acha1250",4.76733345338851
"ache1245",2.64827749906259
"ache1246",5.99839017143935
"achi1257",3.61737092345595
"achu1247",5.56960171320499
"achu1248",4.06017699703234
"acol1236",2.01488204144632
"adam1253",5.00059540463559
"adan1247",4.45689042622373
"adan1251",1.86345368505943
"adio1239",5.23512418444391
"adny1235",1.29766987913518
"adyg1241",5.01429479635903
"adze1240",3.18325269025687
"afad1236",1.59149823407626
"afar1241",1.38699538542317
"afit1238",5.04858787228533
"aghe1239",4.60888315658773
"agua1253",4.03622771556492
"ahan1243",5.4552323675434
"ahan1244",4.87608103572527
"aheu1239",3.77955426827378
"ahte1237",6.60680674761715
"ainu1240",3.22469590097008
"ajab1235",4.73257939704353
"ajas1235",2.4489731020195
"ajyi1238",4.40623722538667
"akan1250",5.33359494216909
"akas1242",4.70554579680898
"akaw1239",6.66632295952169
"akha1245",3.51418023483553
"akla1241",3.98056057732014
"akoo1248",5.69537536679835
"akpe1248",4.52073275772622
"akun1241",5.84223090945009
"alab1237",6.79080374773828
"alab1254",1.13639966069858
"alam1246",1.11168179223547
"alaw1244",1.98056574343244
"aleu1260",6.09757975922388
"alla1248",6.36002496877086
"alut1245",6.22277299264316
"alya1239",2.41112234134974
"amah1246",4.2349000919595
"aman1265",2.51583376683661
"amar1271",1.56609690736008
"amar1274",6.74170840759855
"amas1236",5.12597472861665
"ambe1247",5.60645462231261
"ambu1247",1.9883947498981
"amdo1237",3.77011434680676
"amel1241",2.50755420935249
"amha1245",2.09021030614709
"amii1238",1.43552550147722
"amoo1242",4.94251294129591
"amun1246",6.34104003959971
"ande1247",2.7772375913013
"andi1255",5.80479767515348
"anei1239",3.55556183993818
"anfi1235",8.87896937030471
"anga1288",4.20900497867014
"anga1290",3.12464470207924
"anii1245",4.39683139038818
"anin1240",1.08142272912309
"anta1253",2.89873805831872
"anua1242",2.11508508675378
"anuf1239",4.67899523939583
"anyi1244",5.27973215839583
"anyi1245",5.21998281686171
"aona1235",4.49617105533284
"apal1257",6.42459377904205
"apat1240",4.36488972059275
"apin1244",4.19490226154054
"apro1235",5.0122784054833
"apur1254",5.80929844994615
"arab1268",4.54683674169212
"arag1245",1.50604645920456
"aran1237",2.39540983407137
"arao1248",4.12092189545469
"araw1273",5.93263424662245
"araw1276",5.27224918186096
"arbe1236",1.01224228193775
"arbo1245",1.06030500986177
"arch1244",6.6238974582935
"argo1244",2.00025967135777
"arhu1242",5.75696226145199
"arik1265",5.14815673495634
"arin1244",1.40455040668491
"asha1243",4.46596002915985
"ashe1272",4.66531991513021
"assa1263",2.28137195235642
"astu1245",1.67913563734979
"atay1247",4.87496767795962
"atti1239",5.13498616676232
"auuu1241",2.31649107371393
"avac1239",6.11973191820309
"avar1256",6.04710348622149
"avat1244",5.89749121938743
"avik1243",6.50073042548382
"avok1242",1.40474986997629
"awac1239",7.70757293605993
"awad1243",1.69285861304427
"awar1248",3.53212947480348
"awet1244",5.60500712088483
"awin1248",5.32560626830664
"awiy1238",3.67887774493769
"awng1244",1.74021792544031
"awtu1239",2.12511248920993
"axiy1235",3.27943821137953
"ayac1239",5.46234360488423
"ayer1245",5.01399293730552
"ayor1240",5.5887787855941
"baan1242",4.90493695253325
"baat1238",4.79192173014998
"baba1264",5.1960686991078
"baba1266",5.22638314534756
"bada1257",4.29002216459045
"bade1248",1.56550600420295
"bady1239",5.57816003488075
"bafa1247",5.60217729777534
"bafa1249",5.00472247543034
"bafi1243",5.23307781698474
"bafu1246",5.45258837941328
"baga1272",4.66443768721711
"baga1273",5.0170282103107
"bagi1246",1.02041711328221
"baim1244",3.51916017173628
"baka1272",5.34444652037633
"baka1273",5.88930081157028
"baka1274",1.80444112228489
"baka1277",6.45211155750745
"bakh1245",1.84345240431857
"bako1249",5.96967587769273
"bako1250",5.49965013841275
"bala1302",4.64777153579253
"bali1278",3.43542792575095
"balt1258",3.63239331557355
"bamb1262",2.37652332879885
"bamb1265",5.50528703701139
"bamb1269",3.33714409473635
"bame1260",4.84196938966092
"bamu1253",5.25766454465224
"bamu1256",4.69612994024986
"bana1305",2.10236274213464
"band1345",4.98484081375288
"band1352",2.83632212961268
"bang1356",5.16710499990765
"bani1255",5.4290369221452
"bank1256",5.34454208721998
"baou1238",4.99242455209092
"bara1380",4.36509428304339
"bard1255",2.66277263638647
"bare1276",5.35609781990025
"bare1279",2.3607922247919
"bari1286",3.98645873974524
"bari1297",5.38666974390322
"baru1269",3.84494485388713
"basa1284",5.60186653115117
"bash1264",4.1703058907155
"bass1260",5.55195094151957
"bata1285",5.36521615640624
"bata1289",3.59855557891349
"bata1293",3.87933891009566
"bats1242",5.92000878197165
"baur1253",4.79841441472415
"bayu1240",2.55862699510571
"beem1239",5.29256591801122
"befa1241",5.67061387650708
"begb1241",5.0554765441966
"beja1238",1.28393110174812
"bekw1241",3.64505190874056
"bela1255",5.0300617262719
"bela1256",1.96089599044759
"bela1260",2.91628538752938
"belh1239",4.42537890989491
"bell1243",5.82304716802913
"bemb1257",4.68736104283066
"bena1262",5.2831916140007
"benc1235",9.23838353598175
"beng1280",2.02126283509251
"beng1286",3.19148405488452
"bero1242",4.37349048880247
"besi1244",1.88874527786294
"bett1235",4.350289880105
"bhel1238",4.53556636797354
"bhil1251",1.3893492675842
"bhoj1244",1.95474839136423
"biak1248",3.34926857454801
"bial1238",5.16635754147979
"bidy1243",1.86576726643335
"bidy1244",5.2522814091443
"bila1255",4.52133254145749
"bili1260",1.61363856315289
"bimo1239",4.77303335320013
"bina1277",4.05990981519273
"bini1246",3.74322072478937
"binu1245",4.53842967211787
"biss1248",3.07352110365539
"blan1242",2.9598470867975
"bodo1267",2.26892875116971
"bodo1269",4.91390155145914
"boik1241",2.29876421023274
