"","series_markedness_fullness"
"aari1239",3.57193334081506
"abar1238",4.93129257128196
"abau1245",2.04149962358332
"abid1235",5.88007789843649
"abkh1244",4.56630630315474
"abua1244",5.34390372307494
"abur1243",6.86766768989193
"acat1239",1.97962017935785
"acha1249",1.65788571416675
"acha1250",1.5782235500937
"ache1245",1.57094797326499
"ache1246",1.01779155669024
"achi1257",4.66096650764362
"achu1247",2.97207529344732
"achu1248",1.25846465026494
"acol1236",5.59249383530927
"adam1253",5.91293730375762
"adan1247",6.26971150512075
"adan1251",1.85503446188211
"adio1239",6.53697562621221
"adny1235",1.50121420533674
"adyg1241",5.45380683101183
"adze1240",5.17510491357923
"afad1236",4.89646576450108
"afar1241",3.15801574819995
"afit1238",1.612172229795
"aghe1239",4.86613783005273
"agua1253",1.05549219540147
"ahan1243",6.58378616760074
"ahan1244",5.8860071704802
"aheu1239",1.62665395452205
"ahte1237",1.15850351087933
"ainu1240",2.85461461837309
"ajab1235",6.21802649233316
"ajas1235",1.154776226402
"ajyi1238",1.26048563589045
"akan1250",6.96801890673069
"akas1242",6.28152739989988
"akaw1239",1.61423153095335
"akha1245",3.23492886936832
"akla1241",5.95007116242969
"akoo1248",6.50301135099177
"akpe1248",5.74864957182767
"akun1241",2.25319806824925
"alab1237",1.1684805339753
"alab1254",3.43287846389521
"alam1246",3.10378253695611
"alaw1244",1.03363063711583
"aleu1260",2.05827997014367
"alla1248",7.13260624559816
"alut1245",6.36923509799226
"alya1239",2.08595740431239
"amah1246",1.27133024049965
"aman1265",3.2329885443444
"amar1271",1.82674704293995
"amar1274",4.58468976433929
"amas1236",2.18089291796322
"ambe1247",5.58619333958624
"ambu1247",1.47357325923084
"amdo1237",2.52631908250186
"amel1241",1.79016751725256
"amha1245",3.75383296185919
"amii1238",3.65588768180331
"amoo1242",5.42285139714527
"amun1246",1.18913470788948
"ande1247",1.82388664207852
"andi1255",4.1693610692619
"anei1239",5.26648361381332
"anfi1235",8.636617250782
"anga1288",2.41770206849408
"anga1290",1.23403558684374
"anii1245",5.62387612001627
"anin1240",1.76298030458149
"anta1253",1.3689706814664
"anua1242",6.56006337527536
"anuf1239",6.89521846484809
"anyi1244",7.42324747351684
"anyi1245",7.07627859564717
"aona1235",1.79620684375722
"apal1257",1.19322972499295
"apat1240",2.0797533050892
"apin1244",1.93125999876317
"apro1235",6.53358208334328
"apur1254",1.72892290332177
"arab1268",1.96358910619514
"arag1245",6.16052403391389
"aran1237",4.09140683428372
"arao1248",1.30957609030592
"araw1273",1.50760916276588
"araw1276",1.06662028377426
"arbe1236",5.06800750065309
"arbo1245",3.75568555905273
"arch1244",3.69972089024251
"argo1244",4.00932251813588
"arhu1242",1.52769336004775
"arik1265",1.55499418905977
"arin1244",4.87272805708743
"asha1243",1.08754293640059
"ashe1272",1.18652778044197
"assa1263",6.12417082889881
"astu1245",6.32584515921918
"atay1247",3.87375680274655
"atti1239",6.20209000369416
"auuu1241",1.17984285986933
"avac1239",1.18901548951433
"avar1256",4.19701139247033
"avat1244",6.33582902942659
"avik1243",6.84737231669239
"avok1242",5.18328026807231
"awac1239",3.0806454612798
"awad1243",5.09375881684387
"awar1248",1.53735369188549
"awet1244",1.45399655070082
"awin1248",4.74728063412201
"awiy1238",2.04436652318661
"awng1244",3.88037888100659
"awtu1239",1.1033319373747
"axiy1235",1.79111444043125
"ayac1239",3.5428109196745
"ayer1245",6.06386467227239
"ayor1240",2.54919872251189
"baan1242",5.34836883788344
"baat1238",5.95722870098085
"baba1264",4.78273331045286
"baba1266",5.46133738081995
"bada1257",3.00841007547344
"bade1248",5.42087820703365
"bady1239",5.60557424513826
"bafa1247",6.18071334451077
"bafa1249",4.81377988085144
"bafi1243",5.76193070376639
"bafu1246",4.46891587700882
"baga1272",4.98432904726344
"baga1273",5.55264833091813
"bagi1246",4.69597765205225
"baim1244",1.97052586587268
"baka1272",4.62353628794074
"baka1273",6.53975549737615
"baka1274",4.26162338502581
"baka1277",1.88040899367478
"bakh1245",6.87754506486022
"bako1249",5.09207568484178
"bako1250",5.33240602131861
"bala1302",5.15617043590535
"bali1278",4.91396034010879
"balt1258",3.06233498977816
"bamb1262",2.13489462454966
"bamb1265",4.81281161522686
"bamb1269",8.17441800222649
"bame1260",4.41679580455518
"bamu1253",4.5043387457839
"bamu1256",4.2364768207157
"bana1305",4.47968575426676
"band1345",4.34851616511142
"band1352",7.71417337404045
"bang1356",4.52598406880951
"bani1255",1.52346171972648
"bank1256",5.38659332725351
"baou1238",6.79323972388439
"bara1380",2.79518385702498
"bard1255",1.58292901447739
"bare1276",1.81243908082655
"bare1279",4.31279199088287
"bari1286",4.96179482238936
"bari1297",1.17481158332941
"baru1269",1.70743163098639
"basa1284",5.41160462024291
"bash1264",3.45929440036196
"bass1260",5.92351950717299
"bata1285",5.43001541865447
"bata1289",4.87608591240734
"bata1293",4.83190135182849
"bats1242",4.13264752480176
"baur1253",1.29270380620056
"bayu1240",1.14491117990922
"beem1239",5.28418811119143
"befa1241",5.6451766862634
"begb1241",5.66206095478864
"beja1238",3.24404245744349
"bekw1241",6.68883700036942
"bela1255",5.15369207160951
"bela1256",6.00318677203329
"bela1260",6.02530202194583
"belh1239",3.09096811199278
"bell1243",1.51248605041633
"bemb1257",6.0121408821538
"bena1262",6.10664947746919
"benc1235",8.63195814136733
"beng1280",6.13337559492197
"beng1286",7.72174664649962
"bero1242",6.58241302566384
"besi1244",1.38456168111896
"bett1235",2.86702346815073
"bhel1238",4.95421543880184
"bhil1251",7.17102994424759
"bhoj1244",6.27345205038125
"biak1248",4.22184328524373
"bial1238",5.42951613923926
"bidy1243",1.79651961631831
"bidy1244",4.6886738343399
"bila1255",5.21120641051081
"bili1260",3.46035634116034
"bimo1239",5.9542543350814
"bina1277",1.3985678946133
"bini1246",5.86453429320627
"binu1245",2.50433015692234
"biss1248",7.82092954259689
"blan1242",1.90534700563297
"bodo1267",1.29867728033513
"bodo1269",1.70842095540152
"boik1241",1.62594461529977
"boko1266",7.42032979893447
"bomi1238",4.06436500023397
"bona1250",3.30225453509216
"bond1245",1.35674876269733
"bong1285",4.90860339362326
"bora1263",1.6809875366521
"bora1271",3.80818370327702
"bord1248",2.61527663102528
"boro1277",8.47262431497732
"boro1282",1.69986758142784
"boun1243",6.42820454754908
"bouy1240",1.95182316854529
"brah1256",3.59682757056164
"bret1244",7.96128672615522
"brib1243",2.34625453849937
"brok1247",5.96162538948317
"buam1238",5.99119124511011
"budu1250",4.86456564245944
"bugi1244",4.6706899655325
"bujh1238",3.11563887805735
"buku1249",5.74023782623412
"bulg1262",6.41367869499001
"buli1254",5.8504850126072
"bulu1251",5.44677936750298
"bumb1241",1.11974636325857
"bumm1238",5.18919762137266
"buna1275",1.9426337860691
"bund1253",5.21487298803724
"buol1237",4.91218229582125
"bura1267",2.92485598866815
"burj1242",4.04242909407866
"buru1301",5.84868605264377
"busa1253",7.34345383616093
"buwa1243",4.95725499090531
"cabi1241",1.41648798582769
"cacu1241",1.38858766835593
"cadd1256",3.04571495441127
"caja1238",2.8867594441952
"came1252",3.57780866724004
"camp1261",6.60778829030305
"cane1242",2.04758980939452
"capa1241",1.10035439556372
"caqu1242",1.10178979109008
"cara1272",2.12136481428794
"cari1279",1.19839861833201
"carn1240",1.00090508414831
"cash1251",2.04536498318783
"cash1254",1.31039821728097
"cavi1250",1.48530096450443
"ceba1235",5.51082159052426
"cebu1242",5.82066906002696
"cent1972",6.2703130480432
"cent1973",6.53568938722985
"cent1989",1.77719222738576
"cent1990",1.13853538212344
"cent2004",1.49467036605661
"cent2018",5.08192686677192
"cent2050",4.80386528987029
"cent2087",6.38887434752978
"cent2092",5.73780695552015
"cent2128",1.17963375704417
"cent2142",3.54849484254652
"cent2144",2.38888921845152
"cent2150",2.15963159059196
"cent2194",3.55586730024385
"cerm1238",6.58224262729623
"chac1249",2.72384737048775
"chac1250",3.03658235373263
"chac1251",1.08524469082206
"chal1275",5.02109766420438
"cham1312",5.55809274774927
"cham1315",1.07644924745146
"cham1318",1.67695194125135
"chan1310",2.07963990995493
"chau1259",2.84524677987248
"chay1248",1.09445168203164
"chec1245",4.45199746599913
"chee1238",6.2503497528226
"chen1255",3.10498773875443
"chep1245",3.21499189873194
"cher1271",6.88303090231456
"cher1273",1.14856017941531
"chic1270",2.05974874956921
"chim1300",3.3533569286225
"chim1302",3.23288946241552
"chim1309",1.40325351441603
"chip1261",2.61368531553671
"chip1262",3.7799919782543
"chiq1248",2.81930858535307
"chiq1250",2.82002183633224
"chir1286",1.28416329161374
"choc1276",1.42405834041085
"chok1243",2.34863113513822
"chol1282",1.75020540923731
"chon1284",1.40694532382222
"chon1287",6.78726046713724
"chra1242",1.21761519116431
"chua1250",1.54137547852346
"chuk1273",5.64913808007223
"chum1261",6.98442274874502
"chuv1255",2.84639120250341
"coca1259",1.57536577340127
"coeu1236",1.10995643026051
"cogu1240",1.87017542532088
"colo1256",2.9789823966995
"coma1245",1.60126241233194
"como1259",1.357599252695
"copa1236",2.96505506297513
"coro1247",3.5901596667363
"cros1244",5.93711325966131
"crow1244",3.48472781941695
"cube1242",2.94898053589481
"cuib1242",1.6982619729429
"culi1244",1.26251736106572
"curr1243",1.64258336666536
"cusc1236",3.35359713909843
"cuvo1236",4.3923931602548
"czec1258",6.29466150708526
"dadi1250",1.45092574543501
"dagb1246",6.13048783560495
"dagi1241",1.34665093272779
"daha1245",3.37251818141868
"dakp1242",2.54308345243337
"dalo1238",5.68523768978416
"dang1274",4.13110485203916
"dani1285",5.91430384238398
"dann1241",8.1399951021934
"darf1239",4.25801526218728
"dark1243",3.04063803238789
"darl1243",1.19101511725421
"darm1243",3.48835068430223
"daur1238",3.23721085648334
"dawr1236",8.36702866998663
"daww1239",1.79722593197064
"daza1242",4.73560011185656
"defa1248",1.69438128977126
"dege1246",5.59684875590691
"degg1238",7.24041510492081
"deni1241",1.32694762839566
"deny1238",6.12193346682262
"dera1245",2.50784243909578
"dera1248",4.49079320386461
"desa1247",2.89243532687669
"dghw1239",5.7049657963828
"dhal1245",1.10132869726789
"dhan1270",1.32764466300159
"dhar1247",1.31764754712478
"dhim1246",2.63725257081226
"dhiv1236",4.90510744424398
"dhuw1249",1.37589753549803
"dibo1245",4.99587274860481
"didi1258",5.99369610154225
"dido1241",3.54906286288175
"dier1241",1.34968194623012
"digo1243",6.42488972333661
"dime1235",4.01251127643382
"diml1238",6.69364686631351
"diri1252",4.02516479704666
"dita1238",5.58100067703065
"dizi1235",1.85878838791753
"djam1255",1.93969118236424
"djam1256",1.49075899559949
"djau1244",1.59795648429407
"djee1236",2.81218589713975
"djeo1235",1.46198630782965
"djin1251",1.90968411887896
"djin1252",1.05396846236602
"djin1253",1.26040116325297
"dobu1241",5.4414558646306
"dolg1241",2.77746068249104
"doma1258",5.80135846363194
"domp1238",6.83941832625408
"dong1285",3.38215867437806
"doya1240",5.73246083699667
"dual1243",5.59673761674516
"dupa1235",4.81665366678126
"duru1236",2.36700338442624
"duru1249",6.58540948072985
"dutc1256",6.17230405348323
"dyaa1242",1.18528180386015
"dyir1250",1.0972972524998
"dyul1238",8.5755146814352
"dzal1238",2.63828157124984
"dzon1239",2.23913238189885
"dzuu1241",8.10815836611804
"east2295",6.3570032335763
"east2304",6.71474737638075
"east2328",4.25777536121932
"east2337",3.0101997249884
"east2347",2.07903166932395
"east2379",2.13736988601474
"east2398",5.05678888099364
"east2426",8.35567484311257
"east2440",5.88979687114055
"east2516",1.23273145814105
"east2542",1.23102379739907
"east2555",1.14035196539112
"east2563",5.01967864235288
"east2652",3.5561908881338
"east2773",3.05674106687087
"ebir1243",6.51692547167118
"efik1245",5.07914526198423
"egaa1242",5.59264579509323
"eggo1239",5.74208391583565
"egyp1253",3.62258636374175
