"glottocode","series_markedness_fullness"
"aari1239",3.7631359489106
"abar1238",4.9006791106459
"abau1245",7.64442713582705
"abid1235",3.13075644988724
"abkh1244",6.09651498978111
"abua1244",2.25719750571139
"abur1243",7.41495121387861
"acat1239",4.25294434822021
"acha1249",7.49175630986053
"acha1250",1.58725685076299
"ache1245",3.78164585642083
"ache1246",2.26233917086306
"achi1257",7.80790679953215
"achu1247",5.33933383511978
"achu1248",5.32685080708643
"acol1236",3.69047748991967
"adam1253",0.675058890372346
"adan1247",0.670773197570611
"adan1251",4.42725001704242
"adio1239",5.3455818736921
"adny1235",9.07187679368138
"adyg1241",1.16837264796005
"adze1240",9.1958945478876
"afad1236",6.71764610888017
"afar1241",0.65059112232114
"afit1238",1.99281980753173
"aghe1239",10.2501833009178
"agua1253",2.44501076484662
"ahan1243",1.33039971062616
"ahan1244",2.58295454334627
"aheu1239",1.67610998965731
"ahte1237",2.80838046109327
"ainu1240",4.08672533298198
"ajab1235",2.76875971796389
"ajas1235",5.52657756030115
"ajyi1238",2.89187820056212
"akan1250",-0.817644411771661
"akas1242",8.28426833786123
"akaw1239",2.86026438370581
"akha1245",3.76481816186853
"akla1241",4.5994560515372
"akoo1248",6.14067732194077
"akpe1248",0.545401493491723
"akun1241",3.50882328878926
"alab1237",3.02219370312694
"alab1254",-0.732655742842517
"alam1246",1.55006653792132
"alaw1244",7.20493487951217
"aleu1260",4.82880775707854
"alla1248",3.55902392153806
"alut1245",9.45990803732707
"alya1239",0.663777269659771
"amah1246",6.28918385118669
"aman1265",1.94394412511174
"amar1271",4.35084021033207
"amar1274",1.2368560502062
"amas1236",9.00623535222695
"ambe1247",5.4838249610488
"ambu1247",1.10759345804121
"amdo1237",3.28733666065647
"amel1241",0.225967840356077
"amha1245",1.92352224917307
"amii1238",8.1923948429599
"amoo1242",-0.460785229886692
"amun1246",3.38360996548115
"ande1247",-2.02721778249826
"andi1255",5.61552106105499
"anei1239",3.43621577874671
"anfi1235",0.594567720984926
"anga1288",3.40816909028523
"anga1290",6.56939933084362
"anii1245",1.82904491724938
"anin1240",6.66056499431342
"anta1253",4.97542595502377
"anua1242",4.15634082818259
"anuf1239",6.27012044780201
"anyi1244",2.83434103451288
"anyi1245",5.95930545647744
"aona1235",1.44208724742355
"apal1257",6.05279077387847
"apat1240",4.82817790977912
"apin1244",4.28283245339074
"apro1235",6.75024432597547
"apur1254",5.32654369882422
"arab1268",9.44964714548166
"arag1245",6.37661878089024
"aran1237",3.53021202316597
"arao1248",0.483813256363286
"araw1273",6.01970948949169
"araw1276",4.15973564162772
"arbe1236",2.47281653084411
"arbo1245",7.57065075098049
"arch1244",3.21625170404391
"argo1244",1.0294527927419
"arhu1242",7.54662070174423
"arik1265",0.493437079827433
"arin1244",3.20687256827631
"asha1243",0.379378149660753
"ashe1272",1.62649679793231
"assa1263",4.73285865939376
"astu1245",2.90992008989611
"atay1247",3.59600393627369
"atti1239",6.29555135632124
"auuu1241",1.10579368935643
"avac1239",7.59275013291671
"avar1256",3.73284865068645
"avat1244",7.36764594643949
"avik1243",8.01912616491879
"avok1242",5.84246677438972
"awac1239",3.63964849696224
"awad1243",-1.52608041866364
"awar1248",2.66308735376367
"awet1244",6.28538374750608
"awin1248",3.62627658304266
"awiy1238",-1.21945628623016
"awng1244",0.931878886135425
"awtu1239",-0.707412263226566
"axiy1235",3.21396240783185
"ayac1239",4.59401201624863
"ayer1245",7.47535655535379
"ayor1240",7.35191154826291
"baan1242",4.43675869673958
"baat1238",2.68015748519976
"baba1264",4.78553704486501
"baba1266",5.76932983726312
"bada1257",4.47998551844242
"bade1248",9.34782997366482
"bady1239",6.30689719254324
"bafa1247",8.23385351646142
"bafa1249",8.07529274012369
"bafi1243",7.26947265478572
"bafu1246",3.8673531764196
"baga1272",10.5192126872686
"baga1273",3.46152558332699
"bagi1246",6.18009830169388
"baim1244",6.1108013018771
"baka1272",8.24529326663055
"baka1273",5.52155701268083
"baka1274",5.12922720846662
"baka1277",4.01472449319312
"bakh1245",2.01176806538381
"bako1249",-0.077575774915057
"bako1250",4.60562108452615
"bala1302",4.16285280313578
"bali1278",6.89308002420345
"balt1258",2.90996672957778
"bamb1262",8.73232944017896
"bamb1265",5.60107880497404
"bamb1269",7.25425462463196
"bame1260",8.3099885486841
"bamu1253",10.013425774741
"bamu1256",6.58425661784662
"bana1305",4.61292215757085
"band1345",8.29158902840269
"band1352",4.97014706052914
"bang1356",10.7587223249537
"bani1255",5.49037699130637
"bank1256",4.32299539643549
"baou1238",5.77710364207885
"bara1380",7.75352592333251
"bard1255",2.73222339456064
"bare1276",2.05633576462894
"bare1279",3.76452462810888
"bari1286",2.81807390792614
"bari1297",4.63955279175258
"baru1269",2.605035143773
"basa1284",7.08237987762913
"bash1264",2.73213155954532
"bass1260",4.93486561732065
"bata1285",6.23806177920092
"bata1289",5.42238250561615
"bata1293",5.06705250914856
"bats1242",3.65897733969407
"baur1253",0.0857405143365999
"bayu1240",0.195637852319206
"beem1239",3.81543992478767
"befa1241",2.23681669558549
"begb1241",-1.02352633752519
"beja1238",4.71303233623564
"bekw1241",1.86087956698548
"bela1255",4.26644362590402
"bela1256",7.45716291235589
"bela1260",3.17185468197848
"belh1239",3.91850440673659
"bell1243",4.08180599339799
"bemb1257",6.85900812591518
"bena1262",5.77223103488068
"benc1235",-1.19241220190506
"beng1280",5.07576992726187
"beng1286",1.57343161955156
"bero1242",7.3941984289388
"besi1244",6.55630040418032
"bett1235",3.81905867776565
"bhel1238",1.59510775406134
"bhil1251",-1.69613268420029
"bhoj1244",2.70432521984249
"biak1248",6.25302767190761
"bial1238",9.43043595072572
"bidy1243",4.99461373476712
"bidy1244",3.07800710027075
"bila1255",3.81090560738907
"bili1260",6.48201510739375
"bimo1239",5.38077338783836
"bina1277",-0.377621740705108
"bini1246",3.6927897797967
"binu1245",5.46179057484191
"biss1248",-3.17273491465013
"blan1242",5.50894291686137
"bodo1267",5.26727173800121
"bodo1269",5.84438869473412
"boik1241",5.60231276311352
"boko1266",3.44008912592238
"bomi1238",3.23510851197438
"bona1250",6.14660435218043
"bond1245",4.65254854667743
"bong1285",1.85323397742909
"bora1263",0.558919882606347
"bora1271",4.70142311180666
"bord1248",10.7764632957039
"boro1277",0.156482144343613
"boro1282",4.51360849566516
"boun1243",-0.0324560892374457
"bouy1240",2.36803084478997
"brah1256",3.73387134739381
"bret1244",8.27715984626158
"brib1243",-1.66785258555825
"brok1247",6.5762349195482
"buam1238",1.49410558535276
"budu1250",3.15683923010122
"bugi1244",2.52131181213824
"bujh1238",-0.423418881032274
"buku1249",9.91363918753913
"bulg1262",1.85814249434217
"buli1254",5.66483080245438
"bulu1251",4.41459226471463
"bumb1241",6.08324514219441
"bumm1238",4.27471653883756
"buna1275",4.61204786752415
"bund1253",5.34053591183862
"buol1237",2.63097571339473
"bura1267",5.33133785703375
"burj1242",8.44498735080111
"buru1301",7.88284053703086
"busa1253",0.440595723268986
"buwa1243",4.21727976935822
"cabi1241",6.80551390983952
"cacu1241",5.40121657584865
"cadd1256",2.00899055823541
"caja1238",8.23303635292294
"came1252",4.84877268016717
"camp1261",-0.2622321491093
"cane1242",10.0308160594887
"capa1241",2.25897589051944
"caqu1242",1.10757460349448
"cara1272",3.01587213486487
"cari1279",3.70756884432397
"carn1240",4.02288655577262
"cash1251",4.32622362482735
"cash1254",4.13784462990301
"cavi1250",-0.887901037335677
"ceba1235",3.07889561286332
"cebu1242",5.4130082776488
"cent1972",4.08688403906755
"cent1973",0.801845040406185
"cent1989",7.0183064637443
"cent1990",8.25085405533774
"cent2004",6.0863759346766
"cent2018",5.85539696413251
"cent2050",4.67640305077907
"cent2087",7.92712271581175
"cent2092",4.43886513216809
"cent2128",2.79039625042681
"cent2142",6.34284950546662
"cent2144",3.82306513414533
"cent2150",3.01422422154435
"cent2194",5.81378467623048
"cerm1238",-1.78469697349915
"chac1249",1.88119925822413
"chac1250",4.53949074275367
"chac1251",4.50657046602206
"chal1275",1.83825394562562
"cham1312",0.225926067429757
"cham1315",5.95416326969769
"cham1318",6.97849498998942
"chan1310",2.24673549160924
"chau1259",7.68446683077683
"chay1248",5.30522040042171
"chec1245",3.24828890742589
"chee1238",8.16484176647344
"chen1255",5.69746064651951
"chep1245",-0.41016768062761
"cher1271",3.74994303207358
"cher1273",5.14701816156903
"chic1270",4.15019923476648
"chim1300",3.4290500033218
"chim1302",2.45061134942246
"chim1309",3.65517856373779
"chip1261",6.12691038258756
"chip1262",1.13095799949794
"chiq1248",5.14553155694447
"chiq1250",6.93091906904921
"chir1286",6.79343592857552
"choc1276",6.06166893216879
"chok1243",-1.68399037922919
"chol1282",7.73931063443105
"chon1284",5.32276118629101
"chon1287",2.86025345149376
"chra1242",2.79421788182777
"chua1250",7.16632775920995
"chuk1273",-2.16991789084464
"chum1261",8.77681182068389
"chuv1255",1.17870524884396
"coca1259",-0.655089372695033
"coeu1236",2.78370657749354
"cogu1240",3.79286702858484
"colo1256",9.08896258941045
"coma1245",1.82851892273796
"como1259",1.93780556237127
"copa1236",-1.11962368004849
"coro1247",3.3524061505372
"cros1244",3.24793359244063
"crow1244",2.52371579415369
"cube1242",3.32073410558557
"cuib1242",4.01507620387091
"culi1244",-1.60083227749177
"curr1243",4.17923712472435
"cusc1236",4.94651394789499
"cuvo1236",-0.567714896046974
"czec1258",6.60619901172696
"dadi1250",2.70688997218826
"dagb1246",0.610233451651531
"dagi1241",4.91377397346451
"daha1245",0.355377327565146
"dakp1242",-0.176076644932542
"dalo1238",3.68302771156844
"dang1274",5.95368027998652
"dani1285",4.75384398685928
"dann1241",8.9821961572327
"darf1239",0.42409491748481
"dark1243",3.38883079914695
"darl1243",3.14623396403307
"darm1243",1.71499287294951
"daur1238",4.14058589898102
"dawr1236",1.70930011537403
"daww1239",5.26957951107352
"daza1242",3.07204237283004
"defa1248",0.963224657441663
"dege1246",4.09536078472509
"degg1238",4.09840453292633
"deni1241",-0.165567757261441
"deny1238",4.17642504791167
"dera1245",4.74563666358587
"dera1248",4.45741592872855
"desa1247",3.60870324518327
"dghw1239",9.74643569088576
"dhal1245",6.74063614488712
"dhan1270",-1.13038334030639
"dhar1247",1.80378483348323
"dhim1246",3.98346273139961
"dhiv1236",5.54884399250692
"dhuw1249",-0.966405599903112
"dibo1245",8.86961139212713
"didi1258",4.77766359275312
"dido1241",3.79005086904608
"dier1241",4.5467974433378
