"glottocode","series_markedness_fullness"
"aari1239",4.43737055963543
"abar1238",3.67308715708281
"abau1245",2.54431389828746
"abid1235",3.94575045757028
"abkh1244",3.65685726469075
"abua1244",5.74140071434151
"abur1243",3.62221301636797
"acat1239",5.05540749664169
"acha1249",5.0394017259359
"acha1250",5.14440725483418
"ache1245",4.48824662265383
"ache1246",2.73743278133628
"achi1257",4.6493134847484
"achu1247",3.99747986389185
"achu1248",5.10561339665068
"acol1236",5.22913702369063
"adam1253",4.44755773535323
"adan1247",3.71860601340282
"adan1251",3.2259167452358
"adio1239",2.96991778349034
"adny1235",4.14415837721951
"adyg1241",2.12704288158657
"adze1240",2.1507309756171
"afad1236",3.84116932947806
"afar1241",2.20789595928796
"afit1238",3.44190634405536
"aghe1239",4.9454272584759
"agua1253",4.32356862391085
"ahan1243",3.70078955041113
"ahan1244",3.69592810042563
"aheu1239",3.08340344476646
"ahte1237",4.92684004338469
"ainu1240",2.79159474991501
"ajab1235",3.91707336942803
"ajas1235",3.12680385839498
"ajyi1238",5.74063483681897
"akan1250",4.27026338941693
"akas1242",2.61603396807981
"akaw1239",3.80769732311904
"akha1245",4.48614411542862
"akla1241",5.26021129175099
"akoo1248",4.88604746686259
"akpe1248",4.39229163769338
"akun1241",3.62426685120291
"alab1237",4.75264944336437
"alab1254",3.05348500083808
"alam1246",4.67604478536347
"alaw1244",5.07379152180142
"aleu1260",4.38123775207821
"alla1248",3.45000198645911
"alut1245",3.98078757241118
"alya1239",4.74646485712342
"amah1246",3.7538357295996
"aman1265",4.01458470728734
"amar1271",2.23119157720742
"amar1274",4.42719811742252
"amas1236",4.1042038827808
"ambe1247",3.61620169981843
"ambu1247",5.38559768630587
"amdo1237",4.3927890964877
"amel1241",4.4879996215537
"amha1245",4.39629188120903
"amii1238",2.73650061580162
"amoo1242",4.57704987619036
"amun1246",3.30999118100549
"ande1247",3.790944882314
"andi1255",4.77133579237679
"anei1239",4.63188248562922
"anfi1235",4.2206601706852
"anga1288",3.09089026704799
"anga1290",1.60902762751322
"anii1245",3.28830591105835
"anin1240",2.8652868345505
"anta1253",3.36663082718302
"anua1242",3.25478055038443
"anuf1239",3.04324063840419
"anyi1244",4.30832454420293
"anyi1245",5.40573061257441
"aona1235",4.13735204185274
"apal1257",4.20516418896538
"apat1240",4.09841071222418
"apin1244",1.48628400728971
"apro1235",3.80414994369637
"apur1254",5.04705666526788
"arab1268",3.90708277051669
"arag1245",2.87255116615932
"aran1237",3.11710589657166
"arao1248",4.258952805092
"araw1273",5.50082225441804
"araw1276",2.46575168346274
"arbe1236",4.57969068316098
"arbo1245",5.56994939448929
"arch1244",4.23658959009966
"argo1244",3.24314781899028
"arhu1242",4.72226197205242
"arik1265",3.00543873086967
"arin1244",5.16182340022815
"asha1243",5.12629174122456
"ashe1272",6.11446137590685
"assa1263",4.44786322389809
"astu1245",2.95868428516086
"atay1247",3.79156757058104
"atti1239",3.11216380157958
"auuu1241",5.05774540427035
"avac1239",3.5415281054634
"avar1256",4.71576488530154
"avat1244",3.58755626885849
"avik1243",3.71737932405829
"avok1242",4.023215293672
"awac1239",5.86069939248982
"awad1243",4.23012812311511
"awar1248",4.19216399369297
"awet1244",2.52477964111358
"awin1248",4.04704165795721
"awiy1238",5.37486625002758
"awng1244",5.13122979923557
"awtu1239",4.29025353117567
"axiy1235",5.2658881648494
"ayac1239",5.58663651249283
"ayer1245",4.52916471803181
"ayor1240",3.48415050034749
"baan1242",5.10616044186059
"baat1238",4.13306831341513
"baba1264",2.30667282640699
"baba1266",5.17169636247036
"bada1257",3.50781177021603
"bade1248",1.11668544156759
"bady1239",1.29320708482484
"bafa1247",4.5836328419695
"bafa1249",2.11023789083383
"bafi1243",3.73586471344682
"bafu1246",5.27723049704407
"baga1272",2.6627007710622
"baga1273",1.9897175080524
"bagi1246",4.22329595029541
"baim1244",4.93181416978264
"baka1272",2.19983341717499
"baka1273",4.12638935681546
"baka1274",4.20073254364723
"baka1277",4.06211873207959
"bakh1245",2.4109698528674
"bako1249",4.5915130684629
"bako1250",5.38776189020898
"bala1302",3.25835417929301
"bali1278",4.01050225417649
"balt1258",5.04638671012416
"bamb1262",6.70301753776333
"bamb1265",3.87718661945012
"bamb1269",3.02195425928849
"bame1260",3.82917073953072
"bamu1253",3.93755235332306
"bamu1256",4.19249751533189
"bana1305",3.65290265994281
"band1345",5.02675272580191
"band1352",4.58425469270335
"bang1356",5.19435337093086
"bani1255",2.42076772182437
"bank1256",3.86032568330215
"baou1238",3.42714274163825
"bara1380",2.82787976349548
"bard1255",3.27666555125058
"bare1276",4.08363563789971
"bare1279",4.84059993012152
"bari1286",3.70308940606646
"bari1297",3.51010610010157
"baru1269",2.87906234647382
"basa1284",4.56094946489759
"bash1264",3.81563608314414
"bass1260",4.65622369748325
"bata1285",4.74540682202196
"bata1289",4.60345846722056
"bata1293",5.91937220097188
"bats1242",3.70198762490358
"baur1253",4.64458899161347
"bayu1240",4.67484820123091
"beem1239",3.48785844934422
"befa1241",4.87663348333824
"begb1241",3.8119154128747
"beja1238",4.72694390497154
"bekw1241",5.10479099049882
"bela1255",3.94158521410285
"bela1256",3.70445653879427
"bela1260",2.78449844306769
"belh1239",4.16528638939936
"bell1243",4.72637989227147
"bemb1257",3.78050755795291
"bena1262",3.1603219804797
"benc1235",2.67277228199448
"beng1280",3.69316674265134
"beng1286",5.85248862809456
"bero1242",4.03206281856181
"besi1244",4.84382738717035
"bett1235",2.65099791405759
"bhel1238",3.87723989887851
"bhil1251",5.24352256033551
"bhoj1244",3.06396103212809
"biak1248",4.39815552933801
"bial1238",4.06146503037957
"bidy1243",2.88420923323217
"bidy1244",3.86654213546114
"bila1255",5.30119999533909
"bili1260",5.57695317055685
"bimo1239",4.5293691424224
"bina1277",4.46501909600557
"bini1246",3.83091621830688
"binu1245",4.63195092673126
"biss1248",4.3636701237858
"blan1242",4.05390523394048
"bodo1267",2.51934048602613
"bodo1269",5.27916622664531
"boik1241",2.0248274111793
"boko1266",3.49346005978346
"bomi1238",4.45538416642036
"bona1250",4.68696979830793
"bond1245",3.85681452608561
"bong1285",4.00248958353709
"bora1263",5.36817580840622
"bora1271",3.7413888814972
"bord1248",4.25333662889171
"boro1277",4.37094566980963
"boro1282",2.99634486808371
"boun1243",3.9599324716522
"bouy1240",4.26841474529618
"brah1256",3.79951611390949
"bret1244",2.61898959527432
"brib1243",3.49345606513916
"brok1247",3.86805960497635
"buam1238",5.51709805048708
"budu1250",6.4836394069061
"bugi1244",3.91854962351246
"bujh1238",3.06343170684022
"buku1249",4.5749674347607
"bulg1262",2.56540744976147
"buli1254",5.35585168124016
"bulu1251",3.87466078257789
"bumb1241",3.74343298410732
"bumm1238",4.67115812092852
"buna1275",2.99869847363344
"bund1253",3.88611117198011
"buol1237",3.01380176224909
"bura1267",3.94069033394927
"burj1242",3.94205630405937
"buru1301",4.70530402054644
"busa1253",3.48369586292591
"buwa1243",3.75098279260642
"cabi1241",4.4508385216675
"cacu1241",4.32193409922624
"cadd1256",2.57053568049827
"caja1238",5.58591403416375
"came1252",3.96638269769905
"camp1261",5.4925730404746
"cane1242",3.79556962930931
"capa1241",3.95937578913634
"caqu1242",5.31910882922931
"cara1272",3.40591840789106
"cari1279",2.8122453274026
"carn1240",6.58061800359971
"cash1251",4.53911099882165
"cash1254",4.57299796427866
"cavi1250",4.7537317364616
"ceba1235",5.76426073202025
"cebu1242",4.0534397939631
"cent1972",3.08276352612223
"cent1973",4.48601188669185
"cent1989",1.68347124635208
"cent1990",3.80016854357929
"cent2004",3.35040682955616
"cent2018",3.24429519339452
"cent2050",4.7129523108047
"cent2087",2.56902679733973
"cent2092",3.12784935780719
"cent2128",4.36291069258698
"cent2142",3.92179254084066
"cent2144",4.96295868915206
"cent2150",3.42083463033584
"cent2194",3.38231877658019
"cerm1238",4.74412978893786
"chac1249",4.57757614411123
"chac1250",2.55497131838853
"chac1251",3.4275426104396
"chal1275",3.08342860385388
"cham1312",4.58221840203989
"cham1315",3.96862497745247
"cham1318",3.99700054537179
"chan1310",4.95076478334591
"chau1259",3.2787992807817
"chay1248",4.3227460811509
"chec1245",3.78144782000137
"chee1238",5.98582064844789
"chen1255",5.17190537260863
"chep1245",3.05428986476586
"cher1271",3.00481343252794
"cher1273",1.94615942213628
"chic1270",2.66135853861748
"chim1300",3.76159958910922
"chim1302",3.59014550380278
"chim1309",4.01486055139103
"chip1261",4.43169162930902
"chip1262",4.5193640494191
"chiq1248",3.01739121629294
"chiq1250",4.02297821416451
"chir1286",3.96629776748883
"choc1276",4.06136566397869
"chok1243",2.14437703482432
"chol1282",2.01572312500596
"chon1284",4.46994577737246
"chon1287",4.20488942497255
"chra1242",4.90597036963937
"chua1250",3.73013373631759
"chuk1273",2.69394270651823
"chum1261",2.71435258687458
"chuv1255",4.90182263253378
"coca1259",4.3092784847967
"coeu1236",4.02309227794788
"cogu1240",4.09327878297359
"colo1256",3.61417413781013
"coma1245",4.49185201478356
"como1259",2.56913689602526
"copa1236",4.40880572771572
"coro1247",4.16705731850283
"cros1244",5.23310728882665
"crow1244",3.25252430714338
"cube1242",4.15501553752878
"cuib1242",3.57239943099554
"culi1244",4.46320572007147
"curr1243",2.87376133190499
"cusc1236",1.82535163983512
"cuvo1236",4.32322902182502
"czec1258",5.23458644130814
"dadi1250",5.28314614450418
"dagb1246",4.09348769408391
"dagi1241",5.48766281458766
"daha1245",3.34377912191698
"dakp1242",5.98695391687557
"dalo1238",2.42810517340551
"dang1274",4.08845821831154
"dani1285",4.44801672348277
"dann1241",3.89408592246891
"darf1239",3.45874726083139
"dark1243",4.75336626633792
"darl1243",4.99287625979823
"darm1243",3.63651830466866
"daur1238",4.99448049905459
"dawr1236",3.3783775221905
"daww1239",4.73855658454461
"daza1242",3.41069778727551
"defa1248",3.44030278444437
"dege1246",5.17068998352127
"degg1238",3.84993059147316
"deni1241",4.59864937720782
"deny1238",4.55846088045639
"dera1245",4.55512220529584
"dera1248",4.74478462744404
"desa1247",4.56948234350744
"dghw1239",4.50843512046332
"dhal1245",4.32529297956959
"dhan1270",2.89849641396073
"dhar1247",6.47563783022996
"dhim1246",4.47921244072123
"dhiv1236",3.37395022678939
"dhuw1249",4.46421419086708
"dibo1245",4.90701792215476
"didi1258",3.92172849861772
"dido1241",4.14229060993982
"dier1241",3.30809171080462
"digo1243",5.60636044208649
"dime1235",4.27664085765264
"diml1238",3.98363695856336
"diri1252",3.82722764648207
"dita1238",4.21817222579517
"dizi1235",5.79110221804771
"djam1255",5.66107539269114
"djam1256",3.37519010715249
"djau1244",5.32293578908548
"djee1236",3.0536460019811
"djeo1235",6.13285612534231
"djin1251",5.28732077528219
"djin1252",2.62493470079091
"djin1253",2.93288124908592
"dobu1241",2.763799254959
"dolg1241",5.17429503982127
"doma1258",4.57729332928555
"domp1238",3.05506831593589
"dong1285",4.71194471496318
"doya1240",4.63133742751055
"dual1243",4.15034971344104
"dupa1235",5.20059605300269
"duru1236",4.66202398054569
"duru1249",3.42384169586773
"dutc1256",3.24940959653877
"dyaa1242",7.86131174021939
"dyir1250",5.15164991592262
"dyul1238",3.64145034239246
"dzal1238",5.04236406296467
"dzon1239",4.80705283394255
"dzuu1241",2.3921955029144
"east2295",4.09299128366496
"east2304",2.98228371730601
"east2328",4.91914342152956
"east2337",3.34553552478697
"east2347",2.0231950942305
"east2379",3.9586858894335
"east2398",4.21621706358254
"east2426",3.75369475269199
"east2440",3.85954188825709
"east2516",3.76421617523488
"east2542",4.7965143614852
"east2555",4.8602989159652
"east2563",3.17006084577182
"east2652",4.3779698944271
"east2773",5.8610650435562
"ebir1243",4.04492725909738
"efik1245",3.55047673654057
"egaa1242",6.17221095024569
"eggo1239",4.34544553759512
"egyp1253",3.52833858295931
"ejag1239",5.3835890853375
"ekar1243",4.7053945902917
"ekpe1253",2.81850453722258
"elip1238",4.40537511571264
"eloy1241",4.36343625873282
"emai1241",4.66530087160281
"embe1259",5.15050354717587
"embe1260",5.47141061169598
"embe1262",4.55383818938804
"emer1243",4.33630449681781
"enap1235",6.21050669625845
"enaw1238",3.73343211449164
"enge1239",3.05700237843985
"epen1239",5.04361349778005
"erre1238",4.42849456488618
"ersu1241",3.68477941402875
"erzy1239",3.39689921432143
"esee1248",5.89288427002259
"esim1238",3.05273230512013
"esto1258",2.37100971745449
"eten1239",4.55881791590782
"eton1253",3.65890234271735
"even1259",3.55310136999432
"even1260",4.92174293362606
"ewee1241",4.60076920636915
"ewon1239",4.02246990606396
"faiw1243",4.31092523003492
"fali1285",4.94333637034065
"fang1246",4.10697763532154
"fang1248",3.35215795955685
"faro1244",3.30524085074681
"fefe1239",5.0393118245651
"fiji1243",3.78725871737576
"fili1244",4.37253189694363
"finn1318",4.10403556287051
"fipa1238",4.36809941986345
"fonn1241",3.10774271402079
"food1238",3.65370507614408
"fore1265",3.90356262796672
"fore1274",2.16374188843925
"friu1240",4.56057174589628
"fuli1240",4.69295467225684
"furr1244",2.29508496731639
"furu1242",4.15702940454618
"fwee1238",4.4602632987128
"gaaa1244",3.66092027614212
"gaaa1245",3.99743946300755
"gaam1241",4.45601574661419
"gade1236",3.55742816892811
"gads1258",5.47941314282504
"gaga1249",3.52175678512095
"gagn1235",4.12560386767441
"gagu1242",4.26230652584052
"gali1258",5.32591175121979
"gali1262",3.13756406662542
"galo1242",3.53129234361152
"gami1243",4.66976292123398
"gamo1243",4.10404836283549
"gand1255",4.73997814479179
"gang1267",3.86381258890896
"gara1269",2.16432421988774
"garo1247",3.777823508067
"gata1239",3.30952549369051
"gava1241",2.90953571545098
"gavi1246",3.2489111625065
"gayo1244",4.22928563412601
"gbag1258",4.32285435770784
"gbar1246",2.77419168754999
"gbay1281",4.57965649048159
"gbay1287",4.39961736432934
"gbay1288",5.26821444523865
"gbes1238",3.44701694084082
"genn1243",3.30332100837223
"gheg1238",4.92789344035314
"ghod1238",3.49141446835311
"ghom1247",2.55832353055595
"gida1247",3.79511017026985
"giky1238",3.80220452750569
"gily1242",3.80654865781868
"giny1241",3.99305646648777
"giry1241",4.115474342677
"glav1244",5.41157520464774
"godi1239",4.7040166370666
"goli1247",3.58432034952973
"gonj1241",3.38447516920959
"goon1238",2.18215235229474
"gour1243",5.29634621805313
"gras1249",3.33964999443556
"guah1255",6.29374099167653
"guaj1256",3.89296302025216
"guam1248",5.99461951632868
"guan1269",7.08284020495603
"guar1292",5.18093592950454
"guar1293",4.6459145543108
"guay1257",4.56936787639065
"gude1246",6.49435937199447
"guer1243",4.06771796984185
"gugu1254",2.88461421936295
"gugu1255",4.82037965986951
"guib1244",4.41132136412782
"guin1254",4.43888199598438
"guja1252",4.8586099813524
"guja1253",3.35049302262309
"guma1253",3.47930275736754
"gumu1244",5.69606421550082
"gunw1252",3.01045465639334
"guny1241",3.69583708126267
"gupa1247",2.42756190791961
"gura1252",3.29871211260369
"gurd1238",3.81313290285713
"guri1247",2.78901795750312
"guro1248",3.07064959164617
"guru1261",2.55898882369456
"guwa1243",3.35287618863749
"gwan1268",3.40746212671733
"gwen1239",5.22781286234952
"hadi1240",5.20730642090914
"hain1253",4.15983510274553
"haka1240",3.74801687268166
"hakk1236",3.01367887472014
