b	d	ɟ	ɡ	4/4	1.0
p	t	c	k	4/4	1.0
			ʁ	1/4	0.2228048736924492
	s			1/4	0.6141610534144792
2/4	3/4	2/4	3/4
0.7763261414235745	0.915115113892998	0.8169284772664792	0.8660874582190601
