	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
constrictedGlottis:-;raisedLarynxEjective:-	p	t	k	3/3	1.0
constrictedGlottis:+;raisedLarynxEjective:+		tʼ	kʼ	2/3	0.7723070148856792
	1/2	2/2	2/2
	0.9267503686150684	1.0	1.0
