b	d	d̠ʒ	ɡ	4/4	1.0
		z		1/4	0.40583342844083004
p	t	t̠ʃ	k	4/4	1.0
f		s		2/4	0.6996525911823187
3/4	2/4	4/4	2/4
0.9245876636004398	0.9036894656578184	1.0	0.8231799477121992
