p		t	ts	t̠ʃ	ʈʂ	k	tɕ	7/8	0.9901970068229957
b		d	dz	d̠ʒ	ɖʐ	ɡ	dʑ	7/8	0.9980216209628661
v			z	ʒ	ʐ	ɣ		5/8	0.9060625194828583
pʰ		tʰ	tsʰ	t̠ʃʰ	ʈʂʰ	kʰ	tɕʰ	7/8	0.9910050818516615
mb	-	nd	ndz	n̠d̠ʒ	ɳɖʐ	ŋɡ	ndʑ	7/7	1.0
f	ɬ		s	ʃ	ʂ	x	ɕ	7/8	0.9456810456248673
6/6	1/5	4/6	6/6	6/6	6/6	6/6	5/6
1.0	0.5780544601446944	0.9383342947061031	1.0	1.0	1.0	1.0	0.9080640700998206
