	labiodental:0;coronal:+;anterior:+;dorsal:-;round:0	labiodental:0;coronal:+;anterior:-;dorsal:-;round:0	labiodental:0;coronal:-;anterior:0;dorsal:+;round:0	count	markedness_count
periodicGlottalSource:-;spreadGlottis:-;constrictedGlottis:-;raisedLarynxEjective:-;loweredLarynxImplosive:-;sonorant:-;nasal:-;fortis:-	s	ʂ	x	3/3	1.0
	1/1	1/1	1/1
	1.0	1.0	1.0
