	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:-;spreadGlottis:-;constrictedGlottis:+;raisedLarynxEjective:+;sonorant:-;nasal:-	pʼ	tʼ	kʼ	3/3	1.0
periodicGlottalSource:+;spreadGlottis:-;constrictedGlottis:-;raisedLarynxEjective:-;sonorant:-;nasal:-	b	d	ɡ	3/3	1.0
periodicGlottalSource:+;spreadGlottis:-;constrictedGlottis:-;raisedLarynxEjective:-;sonorant:+,-;nasal:+,-	mb	nd	ŋɡ	3/3	1.0
periodicGlottalSource:-;spreadGlottis:+;constrictedGlottis:-;raisedLarynxEjective:-;sonorant:-;nasal:-	pʰ	tʰ	kʰ	3/3	1.0
periodicGlottalSource:+,-;spreadGlottis:-;constrictedGlottis:-;raisedLarynxEjective:-;sonorant:+,-;nasal:+,-	mp	nt	ŋk	3/3	1.0
	5/5	5/5	5/5
	1.0	1.0	1.0
