b	d̪z̪	d̪	ɡ	dʑ	5/5	1.0
v	z			ʑ	3/5	0.7648099855564652
p	t̪s̪	t̪	k	tɕ	5/5	1.0
f	s			ɕ	3/5	0.8123924252258343
4/4	4/4	2/4	2/4	4/4
1.0	1.0	0.821749155616402	0.83448482417413	1.0
