pʷ	p	t	ts	t̠ʃ	tʷ	tsʷ	t̠ʃʷ	-	tʲ	kp	k		kʷ	12/13	0.9594532262494717
bʷ	b	d	dz	d̠ʒ		dzʷ		-	dʲ	ɡb	ɡ	ɡʲ	ɡʷ	11/13	0.9985678477414813
fʷ	f		s	ʃ		sʷ	ʃʷ	-		-				6/12	0.6698202198275258
mbʷ	mb	nd	ndz	n̠d̠ʒ		-	-	ndzʷ		ŋmɡb	ŋɡ	ŋɡʲ	ŋɡʷ	10/12	0.9861225271653763
	v		nz							-				2/13	0.5318856536588666
4/5	5/5	3/5	5/5	4/5	1/5	3/4	2/4	1/2	2/5	3/3	3/5	2/5	3/5
0.9866494773134437	1.0	0.9024970917880081	1.0	0.9229484215863367	0.7406778427939649	0.6522843593352616	0.7021783966396801	0.3333333333333328	0.6642305033502206	1.0	0.8190709845644409	0.36079910780885754	0.7467419539676405
