p	t̪	ts	ʈ	t̪ʲ	-	c̟	c	k	cʷ	kʷ	10/10	1.0
v	ð										2/11	0.32746589658257474
		s	ʂ		ɬʲ		ç		çʷ		5/11	0.5407514578258695
2/3	2/3	2/3	2/3	1/3	1/2	1/3	2/3	1/3	2/3	1/3
0.7383515383118822	0.6946900173968791	0.8562792665430166	0.9078157385993354	0.3061555552168224	0.8197308999487871	0.7828542910315335	0.95364538406327	0.6834972698828592	0.7290583404909957	0.5887801566532066
