b	d̪		d̠ʒ	bʲ	ɡ	ɡʲ	dʑ	7/8	0.9459213584279217
		z	ʒ	vʲ			ʑ	4/8	0.4333328684931475
p	t̪	ts	t̠ʃ	pʲ	k	kʲ	tɕ	8/8	1.0
f		s	ʃ	fʲ	x		ɕ	6/8	0.9232292617924217
3/4	2/4	3/4	4/4	4/4	3/4	2/4	4/4
0.9245876636004398	0.8337086869543983	0.9302895585623174	1.0	1.0	0.9458984764575173	0.9077768676773073	1.0
