	z	ʒ	vʲ	ʑ		4/6	0.5086359795290671
f	s	ʃ	fʲ	ɕ	x	6/6	1.0
1/2	2/2	2/2	2/2	2/2	1/2
0.6625210710769323	1.0	1.0	1.0	1.0	0.702580939132563
