variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
mu,3.9268973002,3.9311803000000003,0.1340198405154433,0.13541112123000046,3.706513925,4.13802619,1.000750724499052,751.493126345325,1375.6542799964238
sigma,4.6373369671,4.63404645,0.1784589535222495,0.18047623082999995,4.355824625,4.928647745,1.022795405334558,70.94845918892938,247.50357631645716
t_half,1.1220252045375,1.1178488500000001,0.09191549492170356,0.09375754835999987,0.9802480795,1.279430865,1.008785370923939,305.92178983933195,928.9768781884615
tau,0.4980120693225,0.4394557,0.19326418406702126,0.145188245538,0.24517472,0.9012159224999998,1.2008504755632643,7.849521946896324,20.155478798533544
