b			ɟ		2/5	0.39079115802697817
ɓ	ɗ		ʄ		3/5	0.8920252847425193
	t̪	ʈ	c	k	4/5	0.7329406512043662
f	s				2/5	0.7997904315859155
3/4	3/4	1/4	3/4	1/4
0.45569065625334315	0.8189241709598496	0.8009064078474099	0.8665407615020404	0.6423302247521687
