p	pʷ	t	tʷ	tʲ	k	kʲ	kʷ	8/8	1.0
b		d			ɡ		ɡʷ	4/8	0.9122293260876082
mb		nd			ŋɡ			3/8	0.9019620904773821
mp		nt		-	ŋk		ŋkʷ	4/7	0.9304875431264543
4/4	1/4	4/4	1/4	1/3	4/4	1/4	3/4
1.0	0.48620475107406913	1.0	0.793795519747466	0.646099549244264	1.0	0.5427403403669121	0.9854195830582768
