	sˀ	ʃˀ				2/6	0.7519098456848202
	z	ʒ	ɣ	ɣʷ	ʕ	5/6	0.8505759699338837
	zˀ	ʒˀ	ɣˀ			3/6	0.7556947094411044
f	s	ʃ	x	xʷ	ħ	6/6	1.0
1/4	4/4	4/4	3/4	2/4	2/4
0.7469596564674402	1.0	1.0	0.9891861255244504	0.9844958902351192	0.9782159516886272
