	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+		d̪	ɡ	2/3	0.6857807218280907
periodicGlottalSource:-	p	t̪	k	3/3	1.0
	1/2	2/2	2/2
	0.6469266840209866	1.0	1.0
